address,state,city,zip,building_sq_ft,hvacc_cooling_code,hvacc_heating_code,foundation_code,fl_fema_flood_zone,tax_assessor_id,average_household_income,vintage
1184 LETCHWORTH RD,PA,CAMP HILL,17011,1232,6.0,4.0,13,X,455411296,125655,2023B
15 RIDDLE RD,PA,CAMP HILL,17011,877,6.0,4.0,,X,455411304,125655,2023B
1298 LETCHWORTH RD,PA,CAMP HILL,17011,1606,13.0,4.0,,X,455411308,125655,2023B
1296 LETCHWORTH RD,PA,CAMP HILL,17011,1709,13.0,4.0,,X,455411312,125655,2023B
1294 LETCHWORTH RD,PA,CAMP HILL,17011,2635,13.0,4.0,,X,455411316,125655,2023B
1292 LETCHWORTH RD,PA,CAMP HILL,17011,1657,13.0,4.0,,X,455411320,125655,2023B
1290 LETCHWORTH RD,PA,CAMP HILL,17011,1657,6.0,4.0,,X,455411324,125655,2023B
1288 LETCHWORTH RD,PA,CAMP HILL,17011,1430,13.0,4.0,,X,455411328,125655,2023B
1286 LETCHWORTH RD,PA,CAMP HILL,17011,1111,6.0,4.0,,X,455411332,125655,2023B
1 RIDDLE RD,PA,CAMP HILL,17011,1072,13.0,4.0,13,X,455411432,125655,2023B
3 RIDDLE RD,PA,CAMP HILL,17011,2272,13.0,4.0,,X,455411436,125655,2023B
5 RIDDLE RD,PA,CAMP HILL,17011,1151,6.0,4.0,,X,455411440,125655,2023B
7 RIDDLE RD,PA,CAMP HILL,17011,1456,6.0,4.0,,X,455411444,125655,2023B
9 RIDDLE RD,PA,CAMP HILL,17011,1136,6.0,4.0,,X,455411448,125655,2023B
11 RIDDLE RD,PA,CAMP HILL,17011,1546,13.0,4.0,,X,455411452,125655,2023B
13 RIDDLE RD,PA,CAMP HILL,17011,1190,13.0,4.0,,X,455411456,125655,2023B
1199 LETCHWORTH RD,PA,CAMP HILL,17011,1320,13.0,4.0,,X,455411460,125655,2023B
1198 LOWTHER RD,PA,CAMP HILL,17011,1432,13.0,4.0,,X,455411464,125655,2023B
1196 LOWTHER RD,PA,CAMP HILL,17011,1236,13.0,4.0,,X,455411468,125655,2023B
1194 LOWTHER RD,PA,CAMP HILL,17011,961,13.0,4.0,,X,455411572,125655,2023B
1192 LOWTHER RD,PA,CAMP HILL,17011,1178,13.0,4.0,,X,455411576,125655,2023B
1190 LOWTHER RD,PA,CAMP HILL,17011,1587,13.0,4.0,13,X,455411580,125655,2023B
1185 LETCHWORTH RD,PA,CAMP HILL,17011,1318,13.0,4.0,,X,455411588,125655,2023B
1187 LETCHWORTH RD,PA,CAMP HILL,17011,1218,13.0,4.0,,X,455411592,125655,2023B
1189 LETCHWORTH RD,PA,CAMP HILL,17011,1218,13.0,4.0,,X,455411596,125655,2023B
1191 LETCHWORTH RD,PA,CAMP HILL,17011,1125,13.0,4.0,,X,455411600,125655,2023B
1193 LETCHWORTH RD,PA,CAMP HILL,17011,950,13.0,4.0,,X,455411604,125655,2023B
1195 LETCHWORTH RD,PA,CAMP HILL,17011,950,6.0,4.0,,X,455411708,125655,2023B
1197 LETCHWORTH RD,PA,CAMP HILL,17011,1078,6.0,4.0,,X,455411712,125655,2023B
1199 LOWTHER RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455411720,125655,2023B
100 NORMAN RD,PA,CAMP HILL,17011,1130,6.0,4.0,,X,455411724,125655,2023B
102 NORMAN RD,PA,CAMP HILL,17011,1269,6.0,4.0,2,X,455411728,125655,2023B
200 NORMAN RD,PA,CAMP HILL,17011,1178,13.0,4.0,,X,455411732,125655,2023B
202 NORMAN RD,PA,CAMP HILL,17011,1225,13.0,4.0,13,X,455411736,125655,2023B
204 NORMAN RD,PA,CAMP HILL,17011,1678,13.0,4.0,,X,455411740,125655,2023B
206 NORMAN RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455411836,125655,2023B
208 NORMAN RD,PA,CAMP HILL,17011,1310,13.0,4.0,,X,455411840,125655,2023B
1198 SHOREHAM RD,PA,CAMP HILL,17011,1292,13.0,4.0,13,X,455411844,125655,2023B
1196 SHOREHAM RD,PA,CAMP HILL,17011,1721,13.0,4.0,,X,455411848,125655,2023B
1194 SHOREHAM RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455411852,125655,2023B
1192 SHOREHAM RD,PA,CAMP HILL,17011,921,13.0,4.0,,X,455411856,125655,2023B
1190 SHOREHAM RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455411860,125655,2023B
1188 SHOREHAM RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455411864,125655,2023B
1186 SHOREHAM RD,PA,CAMP HILL,17011,1057,6.0,4.0,,X,455411868,125655,2023B
1184 SHOREHAM RD,PA,CAMP HILL,17011,1057,6.0,4.0,,X,455411872,125655,2023B
1182 SHOREHAM RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455411972,125655,2023B
1180 SHOREHAM RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455411976,125655,2023B
1178 SHOREHAM RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455411980,125655,2023B
1176 SHOREHAM RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455411984,125655,2023B
1174 SHOREHAM RD,PA,CAMP HILL,17011,1702,13.0,4.0,,X,455411988,125655,2023B
1193 SHOREHAM RD,PA,CAMP HILL,17011,1343,6.0,4.0,,X,455411996,125655,2023B
300 NORMAN RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455412000,125655,2023B
302 NORMAN RD,PA,CAMP HILL,17011,1183,13.0,4.0,,X,455412004,125655,2023B
304 NORMAN RD,PA,CAMP HILL,17011,1206,13.0,4.0,,X,455412008,125655,2023B
306 NORMAN RD,PA,CAMP HILL,17011,1064,6.0,4.0,,X,455412108,125655,2023B
1196 KINGSLEY RD,PA,CAMP HILL,17011,2653,13.0,4.0,,X,455412112,125655,2023B
1194 KINGSLEY RD,PA,CAMP HILL,17011,1021,13.0,4.0,,X,455412116,125655,2023B
1192 KINGSLEY RD,PA,CAMP HILL,17011,1673,13.0,4.0,,X,455412120,125655,2023B
1190 KINGSLEY RD,PA,CAMP HILL,17011,1310,13.0,4.0,,X,455412124,125655,2023B
1188 KINGSLEY RD,PA,CAMP HILL,17011,945,13.0,4.0,,X,455412128,125655,2023B
1186 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412132,125655,2023B
1184 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412136,125655,2023B
1182 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412140,125655,2023B
1180 KINGSLEY RD,PA,CAMP HILL,17011,1403,13.0,4.0,,X,455412144,125655,2023B
1178 KINGSLEY RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455412252,125655,2023B
1176 KINGSLEY RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455412256,125655,2023B
1174 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412260,125655,2023B
1172 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412264,125655,2023B
1170 KINGSLEY RD,PA,CAMP HILL,17011,1407,6.0,4.0,,X,455412268,125655,2023B
1168 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412272,125655,2023B
1166 KINGSLEY RD,PA,CAMP HILL,17011,1055,13.0,4.0,,X,455412276,125655,2023B
1164 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412280,125655,2023B
1162 KINGSLEY RD,PA,CAMP HILL,17011,875,6.0,4.0,,X,455412284,125655,2023B
1160 KINGSLEY RD,PA,CAMP HILL,17011,1277,6.0,4.0,,X,455412388,125655,2023B
1158 KINGSLEY RD,PA,CAMP HILL,17011,965,13.0,4.0,,X,455412392,125655,2023B
1156 KINGSLEY RD,PA,CAMP HILL,17011,965,13.0,4.0,,X,455412396,125655,2023B
1154 KINGSLEY RD,PA,CAMP HILL,17011,965,13.0,4.0,,X,455412400,125655,2023B
1152 KINGSLEY RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455412404,125655,2023B
1171 SHOREHAM RD,PA,CAMP HILL,17011,1189,13.0,4.0,,X,455412408,125655,2023B
1173 SHOREHAM RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455412412,125655,2023B
1175 SHOREHAM RD,PA,CAMP HILL,17011,1291,13.0,4.0,,X,455412416,125655,2023B
1177 SHOREHAM RD,PA,CAMP HILL,17011,1082,13.0,4.0,,X,455412420,125655,2023B
1179 SHOREHAM RD,PA,CAMP HILL,17011,1409,13.0,4.0,13,X,455412424,125655,2023B
1181 SHOREHAM RD,PA,CAMP HILL,17011,1262,6.0,4.0,,X,455412520,125655,2023B
1183 SHOREHAM RD,PA,CAMP HILL,17011,1320,6.0,4.0,,X,455412524,125655,2023B
1185 SHOREHAM RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455412528,125655,2023B
1187 SHOREHAM RD,PA,CAMP HILL,17011,1236,13.0,4.0,,X,455412532,125655,2023B
1189 SHOREHAM RD,PA,CAMP HILL,17011,1100,13.0,4.0,,X,455412536,125655,2023B
1191 SHOREHAM RD,PA,CAMP HILL,17011,942,13.0,4.0,,X,455412540,125655,2023B
1195 KINGSLEY RD,PA,CAMP HILL,17011,728,13.0,4.0,,X,455412544,125655,2023B
400 NORMAN RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412548,125655,2023B
402 NORMAN RD,PA,CAMP HILL,17011,1273,6.0,4.0,,X,455412552,125655,2023B
404 NORMAN RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412652,125655,2023B
406 NORMAN RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412656,125655,2023B
408 NORMAN RD,PA,CAMP HILL,17011,1321,13.0,4.0,,X,455412660,125655,2023B
410 NORMAN RD,PA,CAMP HILL,17011,1039,13.0,4.0,,X,455412664,125655,2023B
412 NORMAN RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455412668,125655,2023B
414 NORMAN RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455412672,125655,2023B
1181 KINGSLEY RD,PA,CAMP HILL,17011,965,13.0,4.0,,X,455412676,125655,2023B
1183 KINGSLEY RD,PA,CAMP HILL,17011,965,13.0,4.0,,X,455412680,125655,2023B
1185 KINGSLEY RD,PA,CAMP HILL,17011,824,13.0,4.0,,X,455412684,125655,2023B
1187 KINGSLEY RD,PA,CAMP HILL,17011,965,13.0,4.0,,X,455412688,125655,2023B
1189 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412764,125655,2023B
1191 KINGSLEY RD,PA,CAMP HILL,17011,1250,13.0,4.0,,X,455412768,125655,2023B
1193 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412772,125655,2023B
1303 KELTON RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455412776,125655,2023B
200 MANCHESTER RD,PA,CAMP HILL,17011,1100,6.0,4.0,,X,455412780,125655,2023B
202 MANCHESTER RD,PA,CAMP HILL,17011,1028,13.0,4.0,,X,455412784,125655,2023B
1320 KINGSLEY RD,PA,CAMP HILL,17011,2557,13.0,4.0,,X,455412788,125655,2023B
1318 KINGSLEY RD,PA,CAMP HILL,17011,1557,13.0,4.0,,X,455412792,125655,2023B
1316 KINGSLEY RD,PA,CAMP HILL,17011,1184,6.0,4.0,,X,455412796,125655,2023B
1312 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412904,125655,2023B
1310 KINGSLEY RD,PA,CAMP HILL,17011,1048,13.0,4.0,,X,455412908,125655,2023B
1308 KINGSLEY RD,PA,CAMP HILL,17011,997,13.0,4.0,,X,455412912,125655,2023B
1306 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412916,125655,2023B
1304 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412920,125655,2023B
1302 KINGSLEY RD,PA,CAMP HILL,17011,997,13.0,4.0,,X,455412924,125655,2023B
1300 KINGSLEY RD,PA,CAMP HILL,17011,1048,13.0,4.0,,X,455412928,125655,2023B
1298 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455412932,125655,2023B
1296 KINGSLEY RD,PA,CAMP HILL,17011,808,13.0,4.0,,X,455412936,125655,2023B
1294 KINGSLEY RD,PA,CAMP HILL,17011,1205,6.0,4.0,,X,455413032,125655,2023B
1292 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455413036,125655,2023B
307 NORMAN RD,PA,CAMP HILL,17011,1218,6.0,4.0,,X,455413040,125655,2023B
305 NORMAN RD,PA,CAMP HILL,17011,1095,13.0,4.0,,X,455413044,125655,2023B
303 NORMAN RD,PA,CAMP HILL,17011,1323,13.0,4.0,,X,455413048,125655,2023B
301 NORMAN RD,PA,CAMP HILL,17011,1057,6.0,4.0,,X,455413052,125655,2023B
213 NORMAN RD,PA,CAMP HILL,17011,1278,13.0,4.0,,X,455413056,125655,2023B
211 NORMAN RD,PA,CAMP HILL,17011,1321,6.0,2.0,,X,455413060,125655,2023B
209 NORMAN RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455413064,125655,2023B
207 NORMAN RD,PA,CAMP HILL,17011,1323,13.0,4.0,,X,455413068,125655,2023B
205 NORMAN RD,PA,CAMP HILL,17011,1247,6.0,4.0,,X,455413168,125655,2023B
203 NORMAN RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455413172,125655,2023B
201 NORMAN RD,PA,CAMP HILL,17011,1397,13.0,4.0,2,X,455413176,125655,2023B
1293 KELTON RD,PA,CAMP HILL,17011,1028,6.0,4.0,2,X,455413180,125655,2023B
1295 KELTON RD,PA,CAMP HILL,17011,1151,13.0,4.0,,X,455413184,125655,2023B
1297 KELTON RD,PA,CAMP HILL,17011,1100,13.0,4.0,,X,455413188,125655,2023B
1299 KELTON RD,PA,CAMP HILL,17011,1183,13.0,4.0,,X,455413192,125655,2023B
1301 KELTON RD,PA,CAMP HILL,17011,1225,6.0,4.0,,X,455413196,125655,2023B
1395 LOWTHER RD,PA,CAMP HILL,17011,1090,13.0,4.0,13,X,455413200,125655,2023B
1397 LOWTHER RD,PA,CAMP HILL,17011,1485,6.0,4.0,,X,455413204,125655,2023B
100 MANCHESTER RD,PA,CAMP HILL,17011,1234,13.0,4.0,,X,455413308,125655,2023B
102 MANCHESTER RD,PA,CAMP HILL,17011,1152,6.0,4.0,,X,455413312,125655,2023B
104 MANCHESTER RD,PA,CAMP HILL,17011,1587,13.0,4.0,,X,455413316,125655,2023B
1308 KELTON RD,PA,CAMP HILL,17011,1648,13.0,4.0,,X,455413320,125655,2023B
1306 KELTON RD,PA,CAMP HILL,17011,1412,13.0,4.0,,X,455413324,125655,2023B
1304 KELTON RD,PA,CAMP HILL,17011,1234,6.0,4.0,,X,455413328,125655,2023B
1302 KELTON RD,PA,CAMP HILL,17011,1028,13.0,4.0,,X,455413332,125655,2023B
1300 KELTON RD,PA,CAMP HILL,17011,1307,13.0,4.0,,X,455413336,125655,2023B
1298 KELTON RD,PA,CAMP HILL,17011,1246,13.0,4.0,,X,455413340,125655,2023B
1296 KELTON RD,PA,CAMP HILL,17011,1190,13.0,4.0,13,X,455413344,125655,2023B
1294 KELTON RD,PA,CAMP HILL,17011,1028,6.0,4.0,,X,455413436,125655,2023B
1292 KELTON RD,PA,CAMP HILL,17011,1028,13.0,4.0,,X,455413440,125655,2023B
1291 LOWTHER RD,PA,CAMP HILL,17011,1680,13.0,4.0,2,X,455413444,125655,2023B
1293 LOWTHER RD,PA,CAMP HILL,17011,1501,13.0,4.0,2,X,455413448,125655,2023B
1295 LOWTHER RD,PA,CAMP HILL,17011,1057,6.0,4.0,2,X,455413452,125655,2023B
1297 LOWTHER RD,PA,CAMP HILL,17011,1557,6.0,4.0,,X,455413456,125655,2023B
1299 LOWTHER RD,PA,CAMP HILL,17011,1218,13.0,4.0,,X,455413460,125655,2023B
1387 LOWTHER RD,PA,CAMP HILL,17011,1057,13.0,4.0,,X,455413464,125655,2023B
1389 LOWTHER RD,PA,CAMP HILL,17011,1140,6.0,4.0,,X,455413468,125655,2023B
1391 LOWTHER RD,PA,CAMP HILL,17011,1257,13.0,4.0,,X,455413572,125655,2023B
1393 LOWTHER RD,PA,CAMP HILL,17011,1536,13.0,4.0,13,X,455413576,125655,2023B
4 COMMERCIAL DR,PA,CAMP HILL,17011,1420,6.0,10.0,,X,455413580,125655,2023B
2 COMMERCIAL DR,PA,CAMP HILL,17011,2103,13.0,10.0,13,X,455413584,125655,2023B
1408 LOWTHER RD,PA,CAMP HILL,17011,1780,13.0,4.0,,X,455413588,125655,2023B
1406 LOWTHER RD,PA,CAMP HILL,17011,1240,6.0,10.0,,X,455413592,125655,2023B
1404 LOWTHER RD,PA,CAMP HILL,17011,1482,13.0,4.0,,X,455413596,125655,2023B
1402 LOWTHER RD,PA,CAMP HILL,17011,1122,6.0,4.0,,X,455413600,125655,2023B
1400 LOWTHER RD,PA,CAMP HILL,17011,1936,13.0,4.0,,X,455413604,125655,2023B
1398 LOWTHER RD,PA,CAMP HILL,17011,1160,6.0,4.0,13,X,455413680,125655,2023B
1396 LOWTHER RD,PA,CAMP HILL,17011,1304,6.0,4.0,2,X,455413684,125655,2023B
1394 LOWTHER RD,PA,CAMP HILL,17011,1225,13.0,4.0,2,X,455413688,125655,2023B
1392 LOWTHER RD,PA,CAMP HILL,17011,1120,13.0,4.0,2,X,455413692,125655,2023B
1390 LOWTHER RD,PA,CAMP HILL,17011,1156,13.0,4.0,2,X,455413696,125655,2023B
1388 LOWTHER RD,PA,CAMP HILL,17011,2082,13.0,4.0,,X,455413700,125655,2023B
1386 LOWTHER RD,PA,CAMP HILL,17011,1190,13.0,10.0,2,X,455413704,125655,2023B
1298 LOWTHER RD,PA,CAMP HILL,17011,1393,13.0,4.0,13,X,455413708,125655,2023B
1296 LOWTHER RD,PA,CAMP HILL,17011,1370,13.0,4.0,13,X,455413712,125655,2023B
1292 LOWTHER RD,PA,CAMP HILL,17011,1393,6.0,4.0,2,X,455413796,125655,2023B
1290 LOWTHER RD,PA,CAMP HILL,17011,1156,13.0,4.0,2,X,455413800,125655,2023B
1291 LETCHWORTH RD,PA,CAMP HILL,17011,1397,13.0,4.0,,X,455413804,125655,2023B
1293 LETCHWORTH RD,PA,CAMP HILL,17011,1293,13.0,4.0,,X,455413808,125655,2023B
1295 LETCHWORTH RD,PA,CAMP HILL,17011,1318,13.0,4.0,,X,455413812,125655,2023B
1297 LETCHWORTH RD,PA,CAMP HILL,17011,1483,13.0,4.0,,X,455413816,125655,2023B
1299 LETCHWORTH RD,PA,CAMP HILL,17011,1122,13.0,4.0,,X,455413820,125655,2023B
1387 LETCHWORTH RD,PA,CAMP HILL,17011,1550,13.0,4.0,,X,455413824,125655,2023B
1389 LETCHWORTH RD,PA,CAMP HILL,17011,1342,13.0,4.0,,X,455413912,125655,2023B
1391 LETCHWORTH RD,PA,CAMP HILL,17011,1379,13.0,4.0,,X,455413916,125655,2023B
1393 LETCHWORTH RD,PA,CAMP HILL,17011,1382,13.0,4.0,,X,455413920,125655,2023B
1395 LETCHWORTH RD,PA,CAMP HILL,17011,1703,6.0,4.0,,X,455413924,125655,2023B
1397 LETCHWORTH RD,PA,CAMP HILL,17011,1600,13.0,4.0,,X,455413928,125655,2023B
1399 LETCHWORTH RD,PA,CAMP HILL,17011,2233,13.0,4.0,,X,455413932,125655,2023B
1401 LETCHWORTH RD,PA,CAMP HILL,17011,1422,13.0,10.0,,X,455413936,125655,2023B
1403 LETCHWORTH RD,PA,CAMP HILL,17011,2268,13.0,10.0,,X,455413940,125655,2023B
1405 LETCHWORTH RD,PA,CAMP HILL,17011,2062,13.0,4.0,,X,455414024,125655,2023B
1407 LETCHWORTH RD,PA,CAMP HILL,17011,1392,6.0,10.0,,X,455414028,125655,2023B
1407 LOWTHER RD,PA,CAMP HILL,17011,1269,13.0,4.0,,X,455414032,125655,2023B
1404 CARLISLE RD,PA,CAMP HILL,17011,1120,13.0,4.0,,X,455414040,125655,2023B
1406 CARLISLE RD,PA,CAMP HILL,17011,1269,13.0,4.0,,X,455414044,125655,2023B
1408 CARLISLE RD,PA,CAMP HILL,17011,1230,13.0,4.0,,X,455414048,125655,2023B
1410 CARLISLE RD,PA,CAMP HILL,17011,1189,13.0,4.0,,X,455414052,125655,2023B
1412 CARLISLE RD,PA,CAMP HILL,17011,1196,13.0,4.0,,X,455414056,125655,2023B
1414 CARLISLE RD,PA,CAMP HILL,17011,1232,13.0,4.0,,X,455414144,125655,2023B
1416 CARLISLE RD,PA,CAMP HILL,17011,1306,13.0,10.0,,X,455414148,125655,2023B
1418 CARLISLE RD,PA,CAMP HILL,17011,1488,13.0,4.0,,X,455414152,125655,2023B
1303 SELWICK RD,PA,CAMP HILL,17011,1350,13.0,4.0,,X,455414156,125655,2023B
111 MANCHESTER RD,PA,CAMP HILL,17011,1248,6.0,10.0,,X,455414160,125655,2023B
109 MANCHESTER RD,PA,CAMP HILL,17011,1431,13.0,4.0,,X,455414164,125655,2023B
107 MANCHESTER RD,PA,CAMP HILL,17011,1421,13.0,4.0,,X,455414168,125655,2023B
105 MANCHESTER RD,PA,CAMP HILL,17011,1296,13.0,4.0,,X,455414172,125655,2023B
103 MANCHESTER RD,PA,CAMP HILL,17011,1196,13.0,4.0,,X,455414220,125655,2023B
1401 LOWTHER RD,PA,CAMP HILL,17011,1430,13.0,4.0,,X,455414224,125655,2023B
1403 LOWTHER RD,PA,CAMP HILL,17011,1412,13.0,4.0,,X,455414228,125655,2023B
1405 LOWTHER RD,PA,CAMP HILL,17011,1326,13.0,4.0,,X,455414232,125655,2023B
1315 KINGSLEY RD,PA,CAMP HILL,17011,1017,13.0,4.0,,X,455414236,125655,2023B
300 MANCHESTER RD,PA,CAMP HILL,17011,1348,13.0,4.0,,X,455414240,125655,2023B
302 MANCHESTER RD,PA,CAMP HILL,17011,2232,13.0,4.0,,X,455414244,125655,2023B
304 MANCHESTER RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414248,125655,2023B
306 MANCHESTER RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455414332,125655,2023B
308 MANCHESTER RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414336,125655,2023B
310 MANCHESTER RD,PA,CAMP HILL,17011,1607,13.0,4.0,,X,455414340,125655,2023B
312 MANCHESTER RD,PA,CAMP HILL,17011,2066,13.0,4.0,,X,455414344,125655,2023B
314 MANCHESTER RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414348,125655,2023B
316 MANCHESTER RD,PA,CAMP HILL,17011,1279,13.0,4.0,,X,455414352,125655,2023B
318 MANCHESTER RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414356,125655,2023B
320 MANCHESTER RD,PA,CAMP HILL,17011,1045,6.0,4.0,,X,455414360,125655,2023B
322 MANCHESTER RD,PA,CAMP HILL,17011,1033,6.0,2.0,,X,455414452,125655,2023B
1302 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414456,125655,2023B
1300 WARWICK RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455414460,125655,2023B
1298 WARWICK RD,PA,CAMP HILL,17011,1489,13.0,4.0,,X,455414464,125655,2023B
1296 WARWICK RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455414468,125655,2023B
1294 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414472,125655,2023B
1292 WARWICK RD,PA,CAMP HILL,17011,1256,6.0,4.0,,X,455414476,125655,2023B
401 NORMAN RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414480,125655,2023B
1291 KINGSLEY RD,PA,CAMP HILL,17011,1039,13.0,4.0,,X,455414484,125655,2023B
1293 KINGSLEY RD,PA,CAMP HILL,17011,1039,13.0,4.0,,X,455414488,125655,2023B
1295 KINGSLEY RD,PA,CAMP HILL,17011,1088,13.0,4.0,,X,455414584,125655,2023B
1297 KINGSLEY RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455414588,125655,2023B
1299 KINGSLEY RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455414592,125655,2023B
1301 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414596,125655,2023B
1303 KINGSLEY RD,PA,CAMP HILL,17011,997,13.0,4.0,,X,455414600,125655,2023B
1305 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414604,125655,2023B
1307 KINGSLEY RD,PA,CAMP HILL,17011,997,6.0,4.0,,X,455414608,125655,2023B
1309 KINGSLEY RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455414612,125655,2023B
1311 KINGSLEY RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414616,125655,2023B
1313 KINGSLEY RD,PA,CAMP HILL,17011,1297,13.0,4.0,,X,455414704,125655,2023B
1291 WARWICK RD,PA,CAMP HILL,17011,1341,13.0,4.0,,X,455414708,125655,2023B
1293 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414712,125655,2023B
1295 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414716,125655,2023B
1297 WARWICK RD,PA,CAMP HILL,17011,729,6.0,4.0,,X,455414720,125655,2023B
1299 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414724,125655,2023B
1301 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414728,125655,2023B
1303 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414732,125655,2023B
1305 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414736,125655,2023B
2020 SHOREHAM RD,PA,CAMP HILL,17011,1920,6.0,10.0,,X,455414816,125655,2023B
1307 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414820,125655,2023B
1309 WARWICK RD,PA,CAMP HILL,17011,1731,13.0,4.0,,X,455414824,125655,2023B
1311 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414828,125655,2023B
1313 WARWICK RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414832,125655,2023B
1315 WARWICK RD,PA,CAMP HILL,17011,1609,13.0,4.0,,X,455414836,125655,2023B
1200 CARLISLE RD,PA,CAMP HILL,17011,939,13.0,4.0,,X,455414840,125655,2023B
1202 CARLISLE RD,PA,CAMP HILL,17011,1033,6.0,4.0,,X,455414844,125655,2023B
1318 STRAFFORD RD,PA,CAMP HILL,17011,1752,13.0,4.0,,X,455414848,125655,2023B
1316 STRAFFORD RD,PA,CAMP HILL,17011,1231,13.0,4.0,,X,455414852,125655,2023B
1314 STRAFFORD RD,PA,CAMP HILL,17011,1242,13.0,4.0,,X,455414940,125655,2023B
1312 STRAFFORD RD,PA,CAMP HILL,17011,1489,13.0,4.0,,X,455414944,125655,2023B
1310 STRAFFORD RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414948,125655,2023B
1308 STRAFFORD RD,PA,CAMP HILL,17011,910,13.0,4.0,,X,455414952,125655,2023B
1306 STRAFFORD RD,PA,CAMP HILL,17011,728,13.0,4.0,,X,455414956,125655,2023B
1304 STRAFFORD RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414960,125655,2023B
1302 STRAFFORD RD,PA,CAMP HILL,17011,1033,13.0,4.0,,X,455414964,125655,2023B
1300 STRAFFORD RD,PA,CAMP HILL,17011,939,6.0,4.0,,X,455414968,125655,2023B
1298 STRAFFORD RD,PA,CAMP HILL,17011,939,13.0,4.0,,X,455414972,125655,2023B
