address,state,city,zip,building_sq_ft,hvacc_cooling_code,hvacc_heating_code,foundation_code,fl_fema_flood_zone,tax_assessor_id,average_household_income,vintage
834 MANDY LN,PA,CAMP HILL,17011,2275,13.0,4.0,,X,455179736,125655,2023B
836 MANDY LN,PA,CAMP HILL,17011,2032,13.0,4.0,,X,455179744,125655,2023B
838 MANDY LN,PA,CAMP HILL,17011,2352,6.0,2.0,,X,455179752,125655,2023B
840 MANDY LN,PA,CAMP HILL,17011,2327,13.0,4.0,,X,455179760,125655,2023B
842 MANDY LN,PA,CAMP HILL,17011,2486,13.0,8.0,,X,455179772,125655,2023B
3513 MARGO RD,PA,CAMP HILL,17011,1312,13.0,4.0,,X,455179780,125655,2023B
3511 MARGO RD,PA,CAMP HILL,17011,2175,13.0,4.0,,X,455179788,125655,2023B
3509 MARGO RD,PA,CAMP HILL,17011,1763,13.0,4.0,,X,455179796,125655,2023B
3507 MARGO RD,PA,CAMP HILL,17011,2135,13.0,4.0,,X,455179804,125655,2023B
3505 MARGO RD,PA,CAMP HILL,17011,1793,13.0,4.0,,X,455179808,125655,2023B
3503 MARGO RD,PA,CAMP HILL,17011,1392,13.0,4.0,,X,455179812,125655,2023B
3502 MARGO RD,PA,CAMP HILL,17011,4044,13.0,4.0,,X,455179816,125655,2023B
3504 MARGO RD,PA,CAMP HILL,17011,2480,13.0,4.0,,X,455179820,125655,2023B
3506 MARGO RD,PA,CAMP HILL,17011,2328,13.0,4.0,,X,455179824,125655,2023B
3508 MARGO RD,PA,CAMP HILL,17011,2422,13.0,4.0,,X,455179828,125655,2023B
3510 MARGO RD,PA,CAMP HILL,17011,1666,13.0,4.0,,X,455179832,125655,2023B
3512 MARGO RD,PA,CAMP HILL,17011,2420,13.0,4.0,,X,455179836,125655,2023B
3514 MARGO RD,PA,CAMP HILL,17011,1696,13.0,4.0,,X,455179840,125655,2023B
850 MANDY LN,PA,CAMP HILL,17011,2466,13.0,4.0,,X,455179844,125655,2023B
3813 BELLOWS DR,PA,CAMP HILL,17011,2408,13.0,4.0,,X,455179848,125655,2023B
3811 BELLOWS DR,PA,CAMP HILL,17011,2924,13.0,4.0,,X,455179860,125655,2023B
3809 BELLOWS DR,PA,CAMP HILL,17011,2164,13.0,4.0,,X,455179872,125655,2023B
3807 BELLOWS DR,PA,CAMP HILL,17011,2350,13.0,4.0,,X,455179880,125655,2023B
3805 BELLOWS DR,PA,CAMP HILL,17011,2468,13.0,4.0,,X,455179888,125655,2023B
3803 BELLOWS DR,PA,CAMP HILL,17011,2052,13.0,4.0,,X,455179904,125655,2023B
3801 BELLOWS DR,PA,CAMP HILL,17011,2334,13.0,4.0,,X,455179916,125655,2023B
3800 BELLOWS DR,PA,CAMP HILL,17011,3000,13.0,4.0,,X,455179924,125655,2023B
3802 BELLOWS DR,PA,CAMP HILL,17011,2322,13.0,4.0,,X,455179928,125655,2023B
3804 BELLOWS DR,PA,CAMP HILL,17011,2660,13.0,4.0,,X,455179932,125655,2023B
538 SPRING HOUSE RD,PA,CAMP HILL,17011,2090,13.0,4.0,,X,455179940,125655,2023B
536 SPRING HOUSE RD,PA,CAMP HILL,17011,2468,13.0,4.0,,X,455179948,125655,2023B
5 BRIDLE LN,PA,CAMP HILL,17011,1843,13.0,4.0,,X,455179956,125655,2023B
4 BRIDLE LN,PA,CAMP HILL,17011,2104,13.0,10.0,,X,455179964,125655,2023B
3 BRIDLE LN,PA,CAMP HILL,17011,2100,13.0,13.0,,X,455179972,125655,2023B
2 BRIDLE LN,PA,CAMP HILL,17011,2498,13.0,4.0,,X,455179980,125655,2023B
534 SPRING HOUSE RD,PA,CAMP HILL,17011,2376,13.0,4.0,,X,455179996,125655,2023B
532 SPRING HOUSE RD,PA,CAMP HILL,17011,2479,13.0,4.0,,X,455180004,125655,2023B
530 SPRING HOUSE RD,PA,CAMP HILL,17011,3376,13.0,8.0,,X,455180012,125655,2023B
528 SPRING HOUSE RD,PA,CAMP HILL,17011,2468,13.0,4.0,,X,455180020,125655,2023B
526 SPRING HOUSE RD,PA,CAMP HILL,17011,2370,13.0,4.0,,X,455180028,125655,2023B
524 SPRING HOUSE RD,PA,CAMP HILL,17011,2192,13.0,4.0,,X,455180036,125655,2023B
522 SPRING HOUSE RD,PA,CAMP HILL,17011,2368,13.0,13.0,,X,455180044,125655,2023B
523 SPRING HOUSE RD,PA,CAMP HILL,17011,1996,13.0,4.0,,X,455180056,125655,2023B
525 SPRING HOUSE RD,PA,CAMP HILL,17011,2282,13.0,4.0,,X,455180064,125655,2023B
527 SPRING HOUSE RD,PA,CAMP HILL,17011,2087,13.0,4.0,,X,455180072,125655,2023B
529 SPRING HOUSE RD,PA,CAMP HILL,17011,2286,13.0,4.0,,X,455180080,125655,2023B
531 SPRING HOUSE RD,PA,CAMP HILL,17011,2029,13.0,4.0,,X,455180088,125655,2023B
533 SPRING HOUSE RD,PA,CAMP HILL,17011,2181,6.0,4.0,,X,455180096,125655,2023B
535 SPRING HOUSE RD,PA,CAMP HILL,17011,1238,13.0,4.0,,X,455180100,125655,2023B
537 SPRING HOUSE RD,PA,CAMP HILL,17011,2404,13.0,4.0,,X,455180104,125655,2023B
539 SPRING HOUSE RD,PA,CAMP HILL,17011,1435,13.0,4.0,,X,455180108,125655,2023B
541 SPRING HOUSE RD,PA,CAMP HILL,17011,2494,13.0,4.0,,X,455180112,125655,2023B
543 SPRING HOUSE RD,PA,CAMP HILL,17011,2234,13.0,4.0,,X,455180116,125655,2023B
3810 BELLOWS DR,PA,CAMP HILL,17011,2412,13.0,4.0,,X,455180120,125655,2023B
540 ORRS BRIDGE RD,PA,CAMP HILL,17011,1924,6.0,10.0,,X,455180124,125655,2023B
538 ORRS BRIDGE RD,PA,CAMP HILL,17011,2266,13.0,4.0,13,X,455180128,125655,2023B
536 ORRS BRIDGE RD,PA,CAMP HILL,17011,2156,13.0,4.0,,X,455180132,125655,2023B
534 ORRS BRIDGE RD,PA,CAMP HILL,17011,2129,13.0,4.0,,X,455180136,125655,2023B
532 ORRS BRIDGE RD,PA,CAMP HILL,17011,1728,13.0,4.0,,X,455180140,125655,2023B
530 ORRS BRIDGE RD,PA,CAMP HILL,17011,2309,13.0,4.0,,X,455180144,125655,2023B
528 ORRS BRIDGE RD,PA,CAMP HILL,17011,2106,13.0,4.0,,X,455180148,125655,2023B
526 ORRS BRIDGE RD,PA,CAMP HILL,17011,2156,13.0,4.0,,X,455180156,125655,2023B
524 ORRS BRIDGE RD,PA,CAMP HILL,17011,1969,13.0,2.0,,X,455180164,125655,2023B
522 ORRS BRIDGE RD,PA,CAMP HILL,17011,2128,13.0,8.0,,X,455180172,125655,2023B
543 LAMP POST LN,PA,CAMP HILL,17011,2591,13.0,8.0,,AE,455180784,125655,2023B
541 LAMP POST LN,PA,CAMP HILL,17011,2402,13.0,4.0,,AE,455180788,125655,2023B
539 LAMP POST LN,PA,CAMP HILL,17011,2202,13.0,8.0,,AE,455180792,125655,2023B
537 LAMP POST LN,PA,CAMP HILL,17011,2298,13.0,8.0,,AE,455180796,125655,2023B
535 LAMP POST LN,PA,CAMP HILL,17011,2257,13.0,8.0,,AE,455180800,125655,2023B
533 LAMP POST LN,PA,CAMP HILL,17011,2304,13.0,4.0,,AE,455180804,125655,2023B
531 LAMP POST LN,PA,CAMP HILL,17011,2170,13.0,4.0,,AE,455180808,125655,2023B
529 LAMP POST LN,PA,CAMP HILL,17011,2356,13.0,4.0,,AE,455180812,125655,2023B
82 LITTLE RUN RD,PA,CAMP HILL,17011,2007,13.0,8.0,,X,455180828,125655,2023B
80 LITTLE RUN RD,PA,CAMP HILL,17011,1754,13.0,4.0,,X,455180832,125655,2023B
78 LITTLE RUN RD,PA,CAMP HILL,17011,1625,13.0,4.0,,X,455180836,125655,2023B
76 LITTLE RUN RD,PA,CAMP HILL,17011,1788,13.0,4.0,,X,455180840,125655,2023B
74 LITTLE RUN RD,PA,CAMP HILL,17011,1478,6.0,4.0,,X,455180860,125655,2023B
72 LITTLE RUN RD,PA,CAMP HILL,17011,2111,13.0,4.0,,X,455180868,125655,2023B
70 LITTLE RUN RD,PA,CAMP HILL,17011,1879,13.0,4.0,,X,455180880,125655,2023B
68 LITTLE RUN RD,PA,CAMP HILL,17011,1829,13.0,4.0,,X,455180888,125655,2023B
66 LITTLE RUN RD,PA,CAMP HILL,17011,2071,13.0,4.0,,X,455180896,125655,2023B
64 LITTLE RUN RD,PA,CAMP HILL,17011,1867,13.0,4.0,,X,455180904,125655,2023B
62 LITTLE RUN RD,PA,CAMP HILL,17011,2086,13.0,4.0,,X,455180912,125655,2023B
60 LITTLE RUN RD,PA,CAMP HILL,17011,1732,13.0,4.0,,X,455180916,125655,2023B
58 LITTLE RUN RD,PA,CAMP HILL,17011,1696,13.0,4.0,,X,455180920,125655,2023B
56 LITTLE RUN RD,PA,CAMP HILL,17011,1821,13.0,4.0,,X,455180924,125655,2023B
54 LITTLE RUN RD,PA,CAMP HILL,17011,2132,13.0,4.0,,X,455180928,125655,2023B
53 LITTLE RUN RD,PA,CAMP HILL,17011,1766,13.0,4.0,,X,455180932,125655,2023B
55 LITTLE RUN RD,PA,CAMP HILL,17011,1920,13.0,4.0,,X,455180936,125655,2023B
57 LITTLE RUN RD,PA,CAMP HILL,17011,2352,13.0,4.0,,X,455180940,125655,2023B
59 LITTLE RUN RD,PA,CAMP HILL,17011,1786,13.0,4.0,,X,455180944,125655,2023B
61 LITTLE RUN RD,PA,CAMP HILL,17011,1916,13.0,8.0,,X,455180948,125655,2023B
63 LITTLE RUN RD,PA,CAMP HILL,17011,1344,13.0,4.0,,X,455180952,125655,2023B
65 LITTLE RUN RD,PA,CAMP HILL,17011,1496,13.0,4.0,,X,455180956,125655,2023B
67 LITTLE RUN RD,PA,CAMP HILL,17011,2500,13.0,4.0,,X,455180960,125655,2023B
69 LITTLE RUN RD,PA,CAMP HILL,17011,1674,13.0,4.0,,X,455180964,125655,2023B
71 LITTLE RUN RD,PA,CAMP HILL,17011,2090,13.0,10.0,,X,455180968,125655,2023B
73 LITTLE RUN RD,PA,CAMP HILL,17011,2137,13.0,4.0,,X,455180976,125655,2023B
75 LITTLE RUN RD,PA,CAMP HILL,17011,1598,13.0,4.0,,X,455180984,125655,2023B
77 LITTLE RUN RD,PA,CAMP HILL,17011,1524,13.0,4.0,,X,455181000,125655,2023B
79 LITTLE RUN RD,PA,CAMP HILL,17011,1867,13.0,4.0,,X,455181008,125655,2023B
611 GALE RD,PA,CAMP HILL,17011,3064,13.0,4.0,,X,455181016,125655,2023B
610 GALE RD,PA,CAMP HILL,17011,2647,13.0,4.0,,X,455181024,125655,2023B
6 GRAYSTONE MANOR DR,PA,CAMP HILL,17011,2859,13.0,4.0,,X,455181044,125655,2023B
5 GRAYSTONE MANOR DR,PA,CAMP HILL,17011,2826,13.0,4.0,,X,455181052,125655,2023B
4 GRAYSTONE MANOR DR,PA,CAMP HILL,17011,3585,13.0,4.0,,X,455181056,125655,2023B
2 GRAYSTONE MANOR DR,PA,CAMP HILL,17011,3458,13.0,4.0,,X,455181060,125655,2023B
1 GRAYSTONE MANOR DR,PA,CAMP HILL,17011,3105,13.0,4.0,,X,455181064,125655,2023B
110 WINFIELD DR,PA,CAMP HILL,17011,3212,13.0,4.0,,X,455181068,125655,2023B
120 WINFIELD DR,PA,CAMP HILL,17011,3072,13.0,4.0,,X,455181072,125655,2023B
130 WINFIELD DR,PA,CAMP HILL,17011,2896,13.0,4.0,,X,455181076,125655,2023B
135 WINFIELD DR,PA,CAMP HILL,17011,2700,13.0,4.0,,X,455181080,125655,2023B
125 WINFIELD DR,PA,CAMP HILL,17011,2860,13.0,4.0,,X,455181084,125655,2023B
115 WINFIELD DR,PA,CAMP HILL,17011,3348,13.0,4.0,,X,455181088,125655,2023B
110 BRYCE RD,PA,CAMP HILL,17011,3467,13.0,4.0,,X,455181092,125655,2023B
120 BRYCE RD,PA,CAMP HILL,17011,2812,13.0,4.0,,X,455181096,125655,2023B
130 BRYCE RD,PA,CAMP HILL,17011,2800,13.0,4.0,,X,455181100,125655,2023B
140 BRYCE RD,PA,CAMP HILL,17011,3176,13.0,4.0,,X,455181112,125655,2023B
150 BRYCE RD,PA,CAMP HILL,17011,2940,13.0,4.0,,X,455181124,125655,2023B
210 E LAUER LN,PA,CAMP HILL,17011,3487,13.0,10.0,,X,455181144,125655,2023B
155 BRYCE RD,PA,CAMP HILL,17011,2758,13.0,4.0,,X,455181152,125655,2023B
145 BRYCE RD,PA,CAMP HILL,17011,2952,13.0,4.0,,X,455181160,125655,2023B
135 BRYCE RD,PA,CAMP HILL,17011,5039,13.0,4.0,,X,455181164,125655,2023B
125 BRYCE RD,PA,CAMP HILL,17011,2592,13.0,4.0,13,X,455181168,125655,2023B
115 BRYCE RD,PA,CAMP HILL,17011,3640,13.0,4.0,,X,455181172,125655,2023B
120 RODNEY LN,PA,CAMP HILL,17011,2709,13.0,4.0,,X,455181176,125655,2023B
130 RODNEY LN,PA,CAMP HILL,17011,2514,13.0,4.0,,X,455181180,125655,2023B
140 RODNEY LN,PA,CAMP HILL,17011,4033,13.0,4.0,,X,455181184,125655,2023B
150 RODNEY LN,PA,CAMP HILL,17011,2392,13.0,4.0,,X,455181188,125655,2023B
190 E LAUER LN,PA,CAMP HILL,17011,2809,13.0,4.0,,X,455181192,125655,2023B
165 BRYCE RD,PA,CAMP HILL,17011,3486,13.0,4.0,,X,455181196,125655,2023B
145 RODNEY LN,PA,CAMP HILL,17011,2688,13.0,4.0,,X,455181200,125655,2023B
135 RODNEY LN,PA,CAMP HILL,17011,3211,13.0,8.0,,X,455181204,125655,2023B
125 RODNEY LN,PA,CAMP HILL,17011,2512,13.0,4.0,,X,455181208,125655,2023B
115 RODNEY LN,PA,CAMP HILL,17011,2609,13.0,4.0,,X,455181212,125655,2023B
100 E LAUER LN,PA,CAMP HILL,17011,3020,13.0,4.0,,X,455181216,125655,2023B
110 E LAUER LN,PA,CAMP HILL,17011,2980,13.0,10.0,,X,455181220,125655,2023B
120 E LAUER LN,PA,CAMP HILL,17011,1986,13.0,8.0,,X,455181224,125655,2023B
130 E LAUER LN,PA,CAMP HILL,17011,2185,13.0,4.0,,X,455181236,125655,2023B
140 E LAUER LN,PA,CAMP HILL,17011,2774,13.0,4.0,,X,455181244,125655,2023B
150 E LAUER LN,PA,CAMP HILL,17011,4204,13.0,4.0,,X,455181252,125655,2023B
160 E LAUER LN,PA,CAMP HILL,17011,2696,13.0,4.0,,X,455181260,125655,2023B
225 E LAUER LN,PA,CAMP HILL,17011,3756,13.0,4.0,,AE,455181268,125655,2023B
215 E LAUER LN,PA,CAMP HILL,17011,3184,13.0,4.0,,AE,455181276,125655,2023B
205 E LAUER LN,PA,CAMP HILL,17011,2980,13.0,4.0,,AE,455181284,125655,2023B
195 E LAUER LN,PA,CAMP HILL,17011,2867,13.0,8.0,,AE,455181292,125655,2023B
181 E LAUER LN,PA,CAMP HILL,17011,3341,13.0,4.0,,AE,455181308,125655,2023B
175 E LAUER LN,PA,CAMP HILL,17011,2046,13.0,4.0,,AE,455181312,125655,2023B
165 E LAUER LN,PA,CAMP HILL,17011,2191,13.0,4.0,,AE,455181316,125655,2023B
155 E LAUER LN,PA,CAMP HILL,17011,2306,13.0,4.0,,AE,455181320,125655,2023B
145 E LAUER LN,PA,CAMP HILL,17011,2497,13.0,4.0,,X,455181324,125655,2023B
135 E LAUER LN,PA,CAMP HILL,17011,2769,13.0,13.0,,X,455181328,125655,2023B
125 E LAUER LN,PA,CAMP HILL,17011,2206,13.0,13.0,,X,455181332,125655,2023B
115 E LAUER LN,PA,CAMP HILL,17011,2592,13.0,4.0,,X,455181336,125655,2023B
605 SAINT JOHNS DR,PA,CAMP HILL,17011,2913,13.0,4.0,,X,455181340,125655,2023B
601 SAINT JOHNS DR,PA,CAMP HILL,17011,2813,13.0,10.0,,X,455181344,125655,2023B
95 EASTGATE DR,PA,CAMP HILL,17011,3080,13.0,4.0,,X,455181348,125655,2023B
85 EASTGATE DR,PA,CAMP HILL,17011,2186,13.0,10.0,,X,455181352,125655,2023B
61 EASTGATE DR,PA,CAMP HILL,17011,2418,13.0,10.0,,X,455181356,125655,2023B
51 EASTGATE DR,PA,CAMP HILL,17011,2948,13.0,4.0,,X,455181360,125655,2023B
35 EASTGATE DR,PA,CAMP HILL,17011,3059,13.0,4.0,,AE,455181364,125655,2023B
31 EASTGATE DR,PA,CAMP HILL,17011,2084,13.0,10.0,,AE,455181372,125655,2023B
25 EASTGATE DR,PA,CAMP HILL,17011,3574,13.0,4.0,,AE,455181380,125655,2023B
27 EASTGATE DR,PA,CAMP HILL,17011,2235,13.0,10.0,,AE,455181388,125655,2023B
21 EASTGATE DR,PA,CAMP HILL,17011,3972,13.0,4.0,,AE,455181392,125655,2023B
19 EASTGATE DR,PA,CAMP HILL,17011,2208,13.0,10.0,,AE,455181396,125655,2023B
17 EASTGATE DR,PA,CAMP HILL,17011,2428,13.0,10.0,,AE,455181400,125655,2023B
15 EASTGATE DR,PA,CAMP HILL,17011,2281,13.0,10.0,,AE,455181404,125655,2023B
11 EASTGATE DR,PA,CAMP HILL,17011,2034,13.0,4.0,,AE,455181408,125655,2023B
9 EASTGATE DR,PA,CAMP HILL,17011,1784,13.0,10.0,,X,455181412,125655,2023B
2 CREEKSIDE LN,PA,CAMP HILL,17011,1778,13.0,10.0,,AE,455181416,125655,2023B
590 SAINT JOHNS DR,PA,CAMP HILL,17011,2748,13.0,10.0,,X,455181420,125655,2023B
580 SAINT JOHNS DR,PA,CAMP HILL,17011,1261,13.0,4.0,,X,455181428,125655,2023B
570 SAINT JOHNS DR,PA,CAMP HILL,17011,2054,6.0,4.0,,X,455181436,125655,2023B
560 SAINT JOHNS DR,PA,CAMP HILL,17011,1442,13.0,4.0,,X,455181444,125655,2023B
554 SAINT JOHNS DR,PA,CAMP HILL,17011,2058,13.0,4.0,,X,455181452,125655,2023B
550 SAINT JOHNS DR,PA,CAMP HILL,17011,2125,13.0,4.0,,X,455181460,125655,2023B
540 SAINT JOHNS DR,PA,CAMP HILL,17011,1675,13.0,4.0,,X,455181468,125655,2023B
520 SAINT JOHNS DR,PA,CAMP HILL,17011,1696,13.0,4.0,,X,455181476,125655,2023B
575 SAINT JOHNS DR,PA,CAMP HILL,17011,2274,13.0,16.0,,X,455181484,125655,2023B
565 SAINT JOHNS DR,PA,CAMP HILL,17011,1568,13.0,4.0,,X,455181492,125655,2023B
557 SAINT JOHNS DR,PA,CAMP HILL,17011,2005,13.0,10.0,,X,455181504,125655,2023B
555 SAINT JOHNS DR,PA,CAMP HILL,17011,1699,13.0,10.0,,X,455181512,125655,2023B
545 SAINT JOHNS DR,PA,CAMP HILL,17011,1702,13.0,10.0,,X,455181516,125655,2023B
535 SAINT JOHNS DR,PA,CAMP HILL,17011,2271,13.0,4.0,,X,455181520,125655,2023B
525 SAINT JOHNS DR,PA,CAMP HILL,17011,1748,13.0,10.0,,X,455181524,125655,2023B
515 SAINT JOHNS DR,PA,CAMP HILL,17011,1738,13.0,10.0,,X,455181532,125655,2023B
505 SAINT JOHNS DR,PA,CAMP HILL,17011,1592,13.0,10.0,,X,455181544,125655,2023B
501 SAINT JOHNS DR,PA,CAMP HILL,17011,2022,13.0,16.0,,X,455181556,125655,2023B
4 EASTGATE DR,PA,CAMP HILL,17011,2280,13.0,10.0,,X,455181568,125655,2023B
8 EASTGATE DR,PA,CAMP HILL,17011,2483,13.0,10.0,,X,455181580,125655,2023B
10 EASTGATE DR,PA,CAMP HILL,17011,2996,13.0,10.0,13,X,455181592,125655,2023B
14 EASTGATE DR,PA,CAMP HILL,17011,2106,13.0,10.0,13,X,455181596,125655,2023B
16 EASTGATE DR,PA,CAMP HILL,17011,2160,13.0,10.0,13,X,455181600,125655,2023B
18 EASTGATE DR,PA,CAMP HILL,17011,2376,13.0,10.0,,X,455181604,125655,2023B
20 EASTGATE DR,PA,CAMP HILL,17011,3142,13.0,4.0,,X,455181608,125655,2023B
24 EASTGATE DR,PA,CAMP HILL,17011,2811,6.0,10.0,13,X,455181612,125655,2023B
26 EASTGATE DR,PA,CAMP HILL,17011,2260,13.0,4.0,,X,455181616,125655,2023B
28 EASTGATE DR,PA,CAMP HILL,17011,2614,13.0,10.0,,X,455181620,125655,2023B
50 EASTGATE DR,PA,CAMP HILL,17011,2190,13.0,10.0,,X,455181624,125655,2023B
70 EASTGATE DR,PA,CAMP HILL,17011,2264,6.0,4.0,,X,455181628,125655,2023B
90 EASTGATE DR,PA,CAMP HILL,17011,2252,13.0,10.0,,X,455181632,125655,2023B
452 PROWELL DR,PA,CAMP HILL,17011,1762,6.0,4.0,13,AE,455181668,125655,2023B
448 PROWELL DR,PA,CAMP HILL,17011,1858,13.0,4.0,,AE,455181672,125655,2023B
444 PROWELL DR,PA,CAMP HILL,17011,1107,6.0,10.0,,AE,455181676,125655,2023B
504 ORRS BRIDGE RD,PA,CAMP HILL,17011,3358,13.0,4.0,,X,455181680,125655,2023B
502 ORRS BRIDGE RD,PA,CAMP HILL,17011,2124,13.0,4.0,,X,455181684,125655,2023B
500 ORRS BRIDGE RD,PA,CAMP HILL,17011,1995,13.0,4.0,,X,455181688,125655,2023B
501 SPRING HOUSE RD,PA,CAMP HILL,17011,2184,13.0,4.0,,X,455181692,125655,2023B
503 SPRING HOUSE RD,PA,CAMP HILL,17011,2146,13.0,4.0,,X,455181696,125655,2023B
505 SPRING HOUSE RD,PA,CAMP HILL,17011,2191,13.0,4.0,,X,455181700,125655,2023B
507 SPRING HOUSE RD,PA,CAMP HILL,17011,2002,13.0,4.0,,X,455181708,125655,2023B
506 SPRING HOUSE RD,PA,CAMP HILL,17011,2166,13.0,4.0,,X,455181716,125655,2023B
504 SPRING HOUSE RD,PA,CAMP HILL,17011,2471,13.0,4.0,,X,455181724,125655,2023B
502 SPRING HOUSE RD,PA,CAMP HILL,17011,1344,13.0,4.0,,X,455181732,125655,2023B
500 SPRING HOUSE RD,PA,CAMP HILL,17011,1512,13.0,4.0,,X,455181740,125655,2023B
501 LAMP POST LN,PA,CAMP HILL,17011,2584,13.0,4.0,,X,455181748,125655,2023B
503 LAMP POST LN,PA,CAMP HILL,17011,1982,13.0,4.0,,X,455181760,125655,2023B
505 LAMP POST LN,PA,CAMP HILL,17011,1830,13.0,10.0,,X,455181772,125655,2023B
507 LAMP POST LN,PA,CAMP HILL,17011,2530,13.0,4.0,,X,455181780,125655,2023B
440 ORRS BRIDGE RD,PA,CAMP HILL,17011,2130,13.0,4.0,,X,455181788,125655,2023B
438 ORRS BRIDGE RD,PA,CAMP HILL,17011,2162,6.0,13.0,,X,455181792,125655,2023B
436 ORRS BRIDGE RD,PA,CAMP HILL,17011,2054,6.0,13.0,,X,455181796,125655,2023B
434 ORRS BRIDGE RD,PA,CAMP HILL,17011,1932,13.0,13.0,,X,455181800,125655,2023B
430 ORRS BRIDGE RD,PA,CAMP HILL,17011,1576,13.0,10.0,,X,455181804,125655,2023B
428 ORRS BRIDGE RD,PA,CAMP HILL,17011,1441,13.0,4.0,,X,455181808,125655,2023B
426 ORRS BRIDGE RD,PA,CAMP HILL,17011,1974,6.0,13.0,,X,455181812,125655,2023B
424 ORRS BRIDGE RD,PA,CAMP HILL,17011,1876,6.0,13.0,,X,455181816,125655,2023B
422 ORRS BRIDGE RD,PA,CAMP HILL,17011,2126,13.0,2.0,,X,455181820,125655,2023B
420 ORRS BRIDGE RD,PA,CAMP HILL,17011,2361,13.0,13.0,,X,455181824,125655,2023B
418 ORRS BRIDGE RD,PA,CAMP HILL,17011,2065,13.0,13.0,,X,455181828,125655,2023B
416 ORRS BRIDGE RD,PA,CAMP HILL,17011,2123,13.0,4.0,,X,455181832,125655,2023B
414 ORRS BRIDGE RD,PA,CAMP HILL,17011,2686,13.0,4.0,,X,455181836,125655,2023B
413 SPRING HOUSE RD,PA,CAMP HILL,17011,2296,13.0,4.0,,X,455181840,125655,2023B
415 SPRING HOUSE RD,PA,CAMP HILL,17011,2132,13.0,4.0,,X,455181844,125655,2023B
417 SPRING HOUSE RD,PA,CAMP HILL,17011,1984,13.0,4.0,,X,455181848,125655,2023B
419 SPRING HOUSE RD,PA,CAMP HILL,17011,2254,13.0,4.0,,X,455181856,125655,2023B
421 SPRING HOUSE RD,PA,CAMP HILL,17011,2012,13.0,4.0,,X,455181864,125655,2023B
423 SPRING HOUSE RD,PA,CAMP HILL,17011,2568,13.0,10.0,13,X,455181872,125655,2023B
425 SPRING HOUSE RD,PA,CAMP HILL,17011,2404,13.0,4.0,13,X,455181880,125655,2023B
427 SPRING HOUSE RD,PA,CAMP HILL,17011,2206,13.0,4.0,,X,455181888,125655,2023B
429 SPRING HOUSE RD,PA,CAMP HILL,17011,1720,6.0,13.0,,X,455181896,125655,2023B
431 SPRING HOUSE RD,PA,CAMP HILL,17011,1954,13.0,2.0,,X,455181904,125655,2023B
433 SPRING HOUSE RD,PA,CAMP HILL,17011,2019,13.0,4.0,,X,455181912,125655,2023B
435 SPRING HOUSE RD,PA,CAMP HILL,17011,2184,13.0,4.0,,X,455181920,125655,2023B
437 SPRING HOUSE RD,PA,CAMP HILL,17011,2492,13.0,13.0,,X,455181928,125655,2023B
440 SPRING HOUSE RD,PA,CAMP HILL,17011,2394,13.0,4.0,,X,455181936,125655,2023B
438 SPRING HOUSE RD,PA,CAMP HILL,17011,1537,13.0,4.0,,X,455181944,125655,2023B
436 SPRING HOUSE RD,PA,CAMP HILL,17011,1595,13.0,4.0,,X,455181952,125655,2023B
434 SPRING HOUSE RD,PA,CAMP HILL,17011,2788,13.0,2.0,,X,455181960,125655,2023B
432 SPRING HOUSE RD,PA,CAMP HILL,17011,2304,13.0,4.0,,X,455181968,125655,2023B
430 SPRING HOUSE RD,PA,CAMP HILL,17011,1301,13.0,4.0,,X,455181976,125655,2023B
428 SPRING HOUSE RD,PA,CAMP HILL,17011,2158,6.0,2.0,,X,455181984,125655,2023B
426 SPRING HOUSE RD,PA,CAMP HILL,17011,2304,13.0,4.0,,X,455181996,125655,2023B
424 SPRING HOUSE RD,PA,CAMP HILL,17011,1326,13.0,4.0,,X,455182000,125655,2023B
422 SPRING HOUSE RD,PA,CAMP HILL,17011,1938,6.0,13.0,,X,455182008,125655,2023B
420 SPRING HOUSE RD,PA,CAMP HILL,17011,1850,6.0,13.0,,X,455182016,125655,2023B
418 SPRING HOUSE RD,PA,CAMP HILL,17011,2228,13.0,4.0,,X,455182020,125655,2023B
416 SPRING HOUSE RD,PA,CAMP HILL,17011,1790,13.0,4.0,,X,455182024,125655,2023B
415 LAMP POST LN,PA,CAMP HILL,17011,2800,13.0,4.0,,X,455182028,125655,2023B
417 LAMP POST LN,PA,CAMP HILL,17011,2288,13.0,2.0,,X,455182032,125655,2023B
419 LAMP POST LN,PA,CAMP HILL,17011,1520,13.0,4.0,,X,455182036,125655,2023B
421 LAMP POST LN,PA,CAMP HILL,17011,1864,13.0,13.0,,X,455182040,125655,2023B
423 LAMP POST LN,PA,CAMP HILL,17011,2669,13.0,4.0,,X,455182044,125655,2023B
425 LAMP POST LN,PA,CAMP HILL,17011,2207,13.0,2.0,,X,455182048,125655,2023B
427 LAMP POST LN,PA,CAMP HILL,17011,1916,13.0,4.0,,X,455182052,125655,2023B
429 LAMP POST LN,PA,CAMP HILL,17011,2162,13.0,4.0,,X,455182056,125655,2023B
431 LAMP POST LN,PA,CAMP HILL,17011,2128,6.0,13.0,,X,455182060,125655,2023B
433 LAMP POST LN,PA,CAMP HILL,17011,1993,13.0,2.0,,X,455182068,125655,2023B
435 LAMP POST LN,PA,CAMP HILL,17011,2155,6.0,13.0,,X,455182076,125655,2023B
