address,state,city,zip,building_sq_ft,hvacc_cooling_code,hvacc_heating_code,foundation_code,fl_fema_flood_zone,tax_assessor_id,average_household_income,vintage
111 S COLLEGE ST,PA,CARLISLE,17013,2680,13.0,4.0,,X,455141432,99317,2023B
123 S COLLEGE ST,PA,CARLISLE,17013,3327,13.0,4.0,,X,455141436,99317,2023B
127 S COLLEGE ST,PA,CARLISLE,17013,2544,13.0,10.0,,X,455141440,99317,2023B
126 S WEST ST,PA,CARLISLE,17013,2661,6.0,13.0,,X,455141452,99317,2023B
120 S WEST ST,PA,CARLISLE,17013,1894,6.0,16.0,,X,455141460,99317,2023B
222 W POMFRET ST,PA,CARLISLE,17013,1698,13.0,4.0,,X,455141492,99317,2023B
238 W POMFRET ST,PA,CARLISLE,17013,1966,13.0,4.0,,X,455141504,99317,2023B
242 W POMFRET ST,PA,CARLISLE,17013,1482,6.0,4.0,,X,455141512,99317,2023B
244 W POMFRET ST,PA,CARLISLE,17013,1482,13.0,4.0,,X,455141516,99317,2023B
246 W POMFRET ST,PA,CARLISLE,17013,1482,13.0,4.0,,X,455141520,99317,2023B
248 W POMFRET ST,PA,CARLISLE,17013,1386,6.0,4.0,,X,455141524,99317,2023B
252 W POMFRET ST,PA,CARLISLE,17013,1606,13.0,4.0,,X,455141528,99317,2023B
254 W POMFRET ST,PA,CARLISLE,17013,1868,6.0,4.0,,X,455141532,99317,2023B
256 W POMFRET ST,PA,CARLISLE,17013,1240,6.0,10.0,,X,455141536,99317,2023B
258 W POMFRET ST,PA,CARLISLE,17013,1322,6.0,4.0,,X,455141540,99317,2023B
262 W POMFRET ST,PA,CARLISLE,17013,1322,6.0,4.0,,X,455141544,99317,2023B
176 W POMFRET ST,PA,CARLISLE,17013,3189,6.0,16.0,,X,455141556,99317,2023B
123 S WEST ST,PA,CARLISLE,17013,4923,6.0,10.0,,X,455141560,99317,2023B
126 S PITT ST,PA,CARLISLE,17013,1184,6.0,10.0,,X,455141572,99317,2023B
130 S PITT ST,PA,CARLISLE,17013,2128,6.0,10.0,,X,455141576,99317,2023B
122 S PITT ST,PA,CARLISLE,17013,1872,13.0,4.0,,X,455141580,99317,2023B
120 S PITT ST,PA,CARLISLE,17013,1744,6.0,4.0,,X,455141584,99317,2023B
116 S PITT ST,PA,CARLISLE,17013,1362,6.0,4.0,,X,455141588,99317,2023B
114 S PITT ST,PA,CARLISLE,17013,1414,13.0,4.0,,X,455141592,99317,2023B
104 W POMFRET ST,PA,CARLISLE,17013,1480,6.0,10.0,,X,455141604,99317,2023B
106 W POMFRET ST,PA,CARLISLE,17013,1454,6.0,4.0,,X,455141608,99317,2023B
108 W POMFRET ST,PA,CARLISLE,17013,2428,6.0,4.0,,X,455141612,99317,2023B
110 W POMFRET ST,PA,CARLISLE,17013,2456,6.0,4.0,,X,455141616,99317,2023B
116 W POMFRET ST,PA,CARLISLE,17013,1627,6.0,4.0,,X,455141624,99317,2023B
126 W POMFRET ST,PA,CARLISLE,17013,2695,6.0,4.0,,X,455141636,99317,2023B
132 W POMFRET ST,PA,CARLISLE,17013,2166,13.0,4.0,,X,455141644,99317,2023B
136 W POMFRET ST,PA,CARLISLE,17013,3038,6.0,10.0,,X,455141648,99317,2023B
140 W POMFRET ST,PA,CARLISLE,17013,2426,6.0,16.0,,X,455141652,99317,2023B
148 W POMFRET ST,PA,CARLISLE,17013,2016,13.0,4.0,,X,455141660,99317,2023B
150 W POMFRET ST,PA,CARLISLE,17013,2196,13.0,4.0,,X,455141664,99317,2023B
156 W POMFRET ST,PA,CARLISLE,17013,3669,6.0,10.0,,X,455141672,99317,2023B
160 W POMFRET ST,PA,CARLISLE,17013,2320,6.0,16.0,,X,455141676,99317,2023B
166 W POMFRET ST,PA,CARLISLE,17013,2142,6.0,10.0,,X,455141680,99317,2023B
170 W POMFRET ST,PA,CARLISLE,17013,3027,6.0,10.0,,X,455141684,99317,2023B
113 S PITT ST,PA,CARLISLE,17013,2006,13.0,4.0,,X,455141688,99317,2023B
35 W CHAPEL AVE,PA,CARLISLE,17013,1380,6.0,13.0,,X,455141712,99317,2023B
56 W POMFRET ST,PA,CARLISLE,17013,2792,6.0,4.0,,X,455141776,99317,2023B
141 S PITT ST,PA,CARLISLE,17013,1776,6.0,4.0,,X,455141820,99317,2023B
149 S PITT ST,PA,CARLISLE,17013,1455,6.0,4.0,,X,455141828,99317,2023B
151 S PITT ST,PA,CARLISLE,17013,1418,13.0,4.0,,X,455141832,99317,2023B
153 S PITT ST,PA,CARLISLE,17013,1490,13.0,4.0,,X,455141836,99317,2023B
157 S PITT ST,PA,CARLISLE,17013,2039,6.0,4.0,,X,455141840,99317,2023B
43 W SOUTH ST,PA,CARLISLE,17013,1747,6.0,10.0,,X,455141856,99317,2023B
136 S HANOVER ST,PA,CARLISLE,17013,2534,13.0,8.0,,X,455141888,99317,2023B
133 S WEST ST,PA,CARLISLE,17013,1717,6.0,4.0,,X,455141920,99317,2023B
135 S WEST ST,PA,CARLISLE,17013,1760,6.0,4.0,,X,455141924,99317,2023B
137 S WEST ST,PA,CARLISLE,17013,2060,6.0,4.0,,X,455141928,99317,2023B
143 S WEST ST,PA,CARLISLE,17013,1752,6.0,16.0,,X,455141932,99317,2023B
147 S WEST ST,PA,CARLISLE,17013,974,6.0,4.0,,X,455141940,99317,2023B
149 S WEST ST,PA,CARLISLE,17013,1318,6.0,4.0,,X,455141944,99317,2023B
151 S WEST ST,PA,CARLISLE,17013,1656,13.0,4.0,,X,455141948,99317,2023B
155 S WEST ST,PA,CARLISLE,17013,1029,6.0,16.0,,X,455141952,99317,2023B
157 S WEST ST,PA,CARLISLE,17013,1076,6.0,4.0,,X,455141956,99317,2023B
159 S WEST ST,PA,CARLISLE,17013,1028,6.0,4.0,,X,455141960,99317,2023B
163 W SOUTH ST,PA,CARLISLE,17013,1442,13.0,4.0,,X,455141968,99317,2023B
157 W SOUTH ST,PA,CARLISLE,17013,1020,6.0,4.0,,X,455141972,99317,2023B
153 W SOUTH ST,PA,CARLISLE,17013,2208,6.0,4.0,,X,455141976,99317,2023B
151 W SOUTH ST,PA,CARLISLE,17013,1705,6.0,4.0,,X,455141980,99317,2023B
147 W SOUTH ST,PA,CARLISLE,17013,2113,13.0,4.0,,X,455141984,99317,2023B
143 W SOUTH ST,PA,CARLISLE,17013,1692,6.0,16.0,,X,455141988,99317,2023B
141 W SOUTH ST,PA,CARLISLE,17013,1476,6.0,10.0,,X,455141992,99317,2023B
137 W SOUTH ST,PA,CARLISLE,17013,1626,6.0,10.0,,X,455141996,99317,2023B
135 W SOUTH ST,PA,CARLISLE,17013,1210,6.0,4.0,,X,455142000,99317,2023B
133 W SOUTH ST,PA,CARLISLE,17013,1030,13.0,4.0,,X,455142004,99317,2023B
131 W SOUTH ST,PA,CARLISLE,17013,1242,6.0,4.0,,X,455142008,99317,2023B
129 W SOUTH ST,PA,CARLISLE,17013,1340,6.0,4.0,,X,455142012,99317,2023B
127 W SOUTH ST,PA,CARLISLE,17013,1544,6.0,4.0,,X,455142016,99317,2023B
123 W SOUTH ST,PA,CARLISLE,17013,1195,6.0,4.0,,X,455142020,99317,2023B
121 W SOUTH ST,PA,CARLISLE,17013,1063,6.0,4.0,,X,455142024,99317,2023B
119 W SOUTH ST,PA,CARLISLE,17013,952,6.0,4.0,,X,455142028,99317,2023B
117 W SOUTH ST,PA,CARLISLE,17013,1315,13.0,4.0,,X,455142032,99317,2023B
115 W SOUTH ST,PA,CARLISLE,17013,912,6.0,4.0,,X,455142036,99317,2023B
113 W SOUTH ST,PA,CARLISLE,17013,912,6.0,4.0,,X,455142040,99317,2023B
111 W SOUTH ST,PA,CARLISLE,17013,1272,6.0,16.0,,X,455142044,99317,2023B
107 W SOUTH ST,PA,CARLISLE,17013,1216,13.0,4.0,,X,455142048,99317,2023B
152 S PITT ST,PA,CARLISLE,17013,1631,13.0,4.0,,X,455142056,99317,2023B
150 S PITT ST,PA,CARLISLE,17013,1446,6.0,16.0,,X,455142060,99317,2023B
148 S PITT ST,PA,CARLISLE,17013,1206,13.0,2.0,,X,455142064,99317,2023B
140 S PITT ST,PA,CARLISLE,17013,1824,13.0,13.0,,X,455142072,99317,2023B
136 S PITT ST,PA,CARLISLE,17013,2248,13.0,4.0,,X,455142076,99317,2023B
134 S PITT ST,PA,CARLISLE,17013,1752,6.0,4.0,,X,455142080,99317,2023B
158 W CHAPEL AVE,PA,CARLISLE,17013,1110,6.0,4.0,,X,455142096,99317,2023B
160 W CHAPEL AVE,PA,CARLISLE,17013,888,6.0,4.0,,X,455142100,99317,2023B
147 S COLLEGE ST,PA,CARLISLE,17013,1930,6.0,16.0,,X,455142112,99317,2023B
271 W SOUTH ST,PA,CARLISLE,17013,3312,13.0,10.0,,X,455142120,99317,2023B
251 W SOUTH ST,PA,CARLISLE,17013,2808,13.0,16.0,,X,455142128,99317,2023B
243 W SOUTH ST,PA,CARLISLE,17013,2283,13.0,16.0,,X,455142132,99317,2023B
239 W SOUTH ST,PA,CARLISLE,17013,1514,6.0,16.0,,X,455142136,99317,2023B
237 W SOUTH ST,PA,CARLISLE,17013,1728,6.0,10.0,,X,455142140,99317,2023B
233 W SOUTH ST,PA,CARLISLE,17013,1941,13.0,4.0,,X,455142144,99317,2023B
231 W SOUTH ST,PA,CARLISLE,17013,2372,13.0,4.0,,X,455142148,99317,2023B
227 W SOUTH ST,PA,CARLISLE,17013,1292,6.0,4.0,,X,455142152,99317,2023B
225 W SOUTH ST,PA,CARLISLE,17013,1730,6.0,16.0,,X,455142156,99317,2023B
223 W SOUTH ST,PA,CARLISLE,17013,1488,6.0,10.0,,X,455142160,99317,2023B
221 W SOUTH ST,PA,CARLISLE,17013,2936,13.0,4.0,,X,455142164,99317,2023B
215 W SOUTH ST,PA,CARLISLE,17013,2283,6.0,16.0,,X,455142168,99317,2023B
158 S WEST ST,PA,CARLISLE,17013,1876,6.0,16.0,,X,455142176,99317,2023B
156 S WEST ST,PA,CARLISLE,17013,2144,6.0,16.0,,X,455142180,99317,2023B
148 S WEST ST,PA,CARLISLE,17013,1236,6.0,4.0,,X,455142188,99317,2023B
146 S WEST ST,PA,CARLISLE,17013,1642,6.0,4.0,,X,455142192,99317,2023B
142 S WEST ST,PA,CARLISLE,17013,1428,6.0,10.0,,X,455142196,99317,2023B
211 S COLLEGE ST,PA,CARLISLE,17013,2796,6.0,10.0,,X,455142212,99317,2023B
221 S COLLEGE ST,PA,CARLISLE,17013,2657,13.0,4.0,,X,455142216,99317,2023B
223 S COLLEGE ST,PA,CARLISLE,17013,2345,13.0,4.0,,X,455142220,99317,2023B
227 S COLLEGE ST,PA,CARLISLE,17013,2259,6.0,10.0,,X,455142224,99317,2023B
247 GRAHAM ST,PA,CARLISLE,17013,1194,6.0,4.0,,X,455142228,99317,2023B
245 GRAHAM ST,PA,CARLISLE,17013,1105,13.0,4.0,,X,455142232,99317,2023B
241 GRAHAM ST,PA,CARLISLE,17013,2628,13.0,4.0,,X,455142236,99317,2023B
239 GRAHAM ST,PA,CARLISLE,17013,1966,13.0,4.0,,X,455142240,99317,2023B
237 GRAHAM ST,PA,CARLISLE,17013,1416,6.0,4.0,,X,455142244,99317,2023B
235 GRAHAM ST,PA,CARLISLE,17013,1412,6.0,4.0,,X,455142248,99317,2023B
233 GRAHAM ST,PA,CARLISLE,17013,1454,13.0,10.0,,X,455142252,99317,2023B
231 GRAHAM ST,PA,CARLISLE,17013,1454,6.0,10.0,,X,455142256,99317,2023B
229 GRAHAM ST,PA,CARLISLE,17013,1561,6.0,4.0,,X,455142260,99317,2023B
218 S WEST ST,PA,CARLISLE,17013,1384,6.0,10.0,,X,455142268,99317,2023B
214 S WEST ST,PA,CARLISLE,17013,1264,6.0,10.0,,X,455142272,99317,2023B
210 S WEST ST,PA,CARLISLE,17013,1784,6.0,10.0,,X,455142276,99317,2023B
206 S WEST ST,PA,CARLISLE,17013,1564,6.0,10.0,,X,455142280,99317,2023B
204 S WEST ST,PA,CARLISLE,17013,2172,13.0,4.0,,X,455142284,99317,2023B
219 GRAHAM ST,PA,CARLISLE,17013,1908,13.0,4.0,2,X,455142292,99317,2023B
226 W SOUTH ST,PA,CARLISLE,17013,2122,13.0,10.0,,X,455142296,99317,2023B
230 W SOUTH ST,PA,CARLISLE,17013,1468,13.0,4.0,,X,455142300,99317,2023B
238 W SOUTH ST,PA,CARLISLE,17013,3190,13.0,4.0,,X,455142304,99317,2023B
240 W SOUTH ST,PA,CARLISLE,17013,2408,13.0,4.0,,X,455142308,99317,2023B
250 W SOUTH ST,PA,CARLISLE,17013,4160,6.0,2.0,,X,455142312,99317,2023B
264 W SOUTH ST,PA,CARLISLE,17013,2144,6.0,10.0,,X,455142316,99317,2023B
268 W SOUTH ST,PA,CARLISLE,17013,3066,6.0,10.0,,X,455142320,99317,2023B
225 S WEST ST,PA,CARLISLE,17013,1948,6.0,4.0,13,X,455142324,99317,2023B
221 ARCH ST,PA,CARLISLE,17013,1050,6.0,10.0,,X,455142332,99317,2023B
223 ARCH ST,PA,CARLISLE,17013,1050,6.0,4.0,,X,455142336,99317,2023B
229 ARCH ST,PA,CARLISLE,17013,840,6.0,4.0,,X,455142340,99317,2023B
227 ARCH ST,PA,CARLISLE,17013,840,6.0,4.0,,X,455142344,99317,2023B
230 S PITT ST,PA,CARLISLE,17013,1173,6.0,4.0,,X,455142352,99317,2023B
228 S PITT ST,PA,CARLISLE,17013,1008,6.0,4.0,,X,455142356,99317,2023B
226 S PITT ST,PA,CARLISLE,17013,1388,13.0,4.0,,X,455142360,99317,2023B
222 S PITT ST,PA,CARLISLE,17013,1232,6.0,4.0,,X,455142364,99317,2023B
220 S PITT ST,PA,CARLISLE,17013,1336,6.0,4.0,,X,455142368,99317,2023B
104 W SOUTH ST,PA,CARLISLE,17013,2216,13.0,4.0,,X,455142376,99317,2023B
108 W SOUTH ST,PA,CARLISLE,17013,1756,13.0,16.0,,X,455142380,99317,2023B
110 W SOUTH ST,PA,CARLISLE,17013,2195,13.0,8.0,,X,455142384,99317,2023B
116 W SOUTH ST,PA,CARLISLE,17013,1562,6.0,4.0,,X,455142388,99317,2023B
118 W SOUTH ST,PA,CARLISLE,17013,1464,6.0,4.0,,X,455142392,99317,2023B
122 W SOUTH ST,PA,CARLISLE,17013,1104,6.0,4.0,,X,455142396,99317,2023B
124 W SOUTH ST,PA,CARLISLE,17013,1176,6.0,4.0,,X,455142400,99317,2023B
126 W SOUTH ST,PA,CARLISLE,17013,1128,6.0,4.0,,X,455142404,99317,2023B
130 W SOUTH ST,PA,CARLISLE,17013,928,6.0,4.0,,X,455142408,99317,2023B
146 W SOUTH ST,PA,CARLISLE,17013,1772,6.0,10.0,,X,455142420,99317,2023B
150 W SOUTH ST,PA,CARLISLE,17013,2310,6.0,4.0,,X,455142424,99317,2023B
156 W SOUTH ST,PA,CARLISLE,17013,2256,6.0,10.0,,X,455142436,99317,2023B
162 W SOUTH ST,PA,CARLISLE,17013,1928,6.0,4.0,,X,455142440,99317,2023B
166 W SOUTH ST,PA,CARLISLE,17013,2172,13.0,10.0,,X,455142444,99317,2023B
170 W SOUTH ST,PA,CARLISLE,17013,1716,13.0,4.0,,X,455142448,99317,2023B
178 W SOUTH ST,PA,CARLISLE,17013,2992,6.0,10.0,,X,455142452,99317,2023B
213 S PITT ST,PA,CARLISLE,17013,1508,13.0,4.0,,X,455142460,99317,2023B
215 S PITT ST,PA,CARLISLE,17013,1583,13.0,4.0,,X,455142464,99317,2023B
219 S PITT ST,PA,CARLISLE,17013,1328,13.0,4.0,,X,455142468,99317,2023B
227 S PITT ST,PA,CARLISLE,17013,2332,13.0,4.0,,X,455142476,99317,2023B
229 S PITT ST,PA,CARLISLE,17013,2112,13.0,10.0,,X,455142480,99317,2023B
63 CHESTNUT AVE,PA,CARLISLE,17013,1086,13.0,4.0,,X,455142484,99317,2023B
61 CHESTNUT AVE,PA,CARLISLE,17013,1106,13.0,4.0,,X,455142488,99317,2023B
222 S HANOVER ST,PA,CARLISLE,17013,1896,6.0,10.0,,X,455142500,99317,2023B
220 S HANOVER ST,PA,CARLISLE,17013,3387,6.0,4.0,,X,455142504,99317,2023B
218 S HANOVER ST,PA,CARLISLE,17013,2611,6.0,4.0,,X,455142508,99317,2023B
38 W SOUTH ST,PA,CARLISLE,17013,1959,6.0,4.0,,X,455142524,99317,2023B
30 W SOUTH ST,PA,CARLISLE,17013,2194,6.0,4.0,,X,455142528,99317,2023B
36 W SOUTH ST,PA,CARLISLE,17013,1788,6.0,10.0,,X,455142532,99317,2023B
40 W SOUTH ST,PA,CARLISLE,17013,1416,6.0,4.0,,X,455142536,99317,2023B
42 W SOUTH ST,PA,CARLISLE,17013,1458,6.0,4.0,,X,455142540,99317,2023B
44 W SOUTH ST,PA,CARLISLE,17013,1521,6.0,4.0,,X,455142544,99317,2023B
46 W SOUTH ST,PA,CARLISLE,17013,1521,6.0,4.0,,X,455142548,99317,2023B
56 W SOUTH ST,PA,CARLISLE,17013,1211,6.0,4.0,,X,455142552,99317,2023B
62 W SOUTH ST,PA,CARLISLE,17013,1988,13.0,10.0,,X,455142560,99317,2023B
233 S PITT ST,PA,CARLISLE,17013,1608,13.0,16.0,,X,455142564,99317,2023B
235 S PITT ST,PA,CARLISLE,17013,1832,6.0,4.0,,X,455142568,99317,2023B
243 S PITT ST,PA,CARLISLE,17013,1916,13.0,10.0,,X,455142572,99317,2023B
247 S PITT ST,PA,CARLISLE,17013,1053,6.0,10.0,,X,455142576,99317,2023B
249 S PITT ST,PA,CARLISLE,17013,1053,13.0,4.0,,X,455142580,99317,2023B
251 S PITT ST,PA,CARLISLE,17013,2790,13.0,10.0,,X,455142584,99317,2023B
255 S PITT ST,PA,CARLISLE,17013,1038,6.0,10.0,,X,455142588,99317,2023B
257 S PITT ST,PA,CARLISLE,17013,1038,6.0,16.0,,X,455142592,99317,2023B
259 S PITT ST,PA,CARLISLE,17013,1728,6.0,10.0,,X,455142596,99317,2023B
263 S PITT ST,PA,CARLISLE,17013,1767,13.0,4.0,,X,455142600,99317,2023B
269 S PITT ST,PA,CARLISLE,17013,1772,6.0,4.0,,X,455142604,99317,2023B
273 S PITT ST,PA,CARLISLE,17013,1260,6.0,4.0,,X,455142608,99317,2023B
275 S PITT ST,PA,CARLISLE,17013,1512,6.0,4.0,,X,455142612,99317,2023B
47 WALNUT ST,PA,CARLISLE,17013,1472,6.0,4.0,,X,455142624,99317,2023B
45 WALNUT ST,PA,CARLISLE,17013,1368,6.0,10.0,,X,455142628,99317,2023B
43 WALNUT ST,PA,CARLISLE,17013,1228,6.0,10.0,,X,455142632,99317,2023B
41 WALNUT ST,PA,CARLISLE,17013,1248,6.0,16.0,,X,455142636,99317,2023B
39 WALNUT ST,PA,CARLISLE,17013,1312,6.0,10.0,,X,455142640,99317,2023B
35 WALNUT ST,PA,CARLISLE,17013,1564,6.0,10.0,,X,455142644,99317,2023B
29 WALNUT ST,PA,CARLISLE,17013,1365,6.0,16.0,,X,455142648,99317,2023B
27 WALNUT ST,PA,CARLISLE,17013,1275,13.0,16.0,,X,455142652,99317,2023B
25 WALNUT ST,PA,CARLISLE,17013,1275,13.0,16.0,,X,455142656,99317,2023B
23 WALNUT ST,PA,CARLISLE,17013,1275,6.0,16.0,,X,455142660,99317,2023B
21 WALNUT ST,PA,CARLISLE,17013,1275,6.0,16.0,,X,455142664,99317,2023B
19 WALNUT ST,PA,CARLISLE,17013,1257,6.0,16.0,,X,455142668,99317,2023B
246 S HANOVER ST,PA,CARLISLE,17013,4216,6.0,16.0,,X,455142688,99317,2023B
22 CHESTNUT AVE,PA,CARLISLE,17013,946,6.0,4.0,,X,455142700,99317,2023B
36 CHESTNUT AVE,PA,CARLISLE,17013,1870,6.0,13.0,,X,455142708,99317,2023B
44 CHESTNUT AVE,PA,CARLISLE,17013,672,6.0,4.0,,X,455142712,99317,2023B
42 CHESTNUT AVE,PA,CARLISLE,17013,672,13.0,4.0,,X,455142716,99317,2023B
235 ARCH ST,PA,CARLISLE,17013,1672,13.0,4.0,,X,455142724,99317,2023B
237 ARCH ST,PA,CARLISLE,17013,1437,6.0,4.0,,X,455142728,99317,2023B
257 ARCH ST,PA,CARLISLE,17013,1119,6.0,10.0,,X,455142736,99317,2023B
261 ARCH ST,PA,CARLISLE,17013,1620,6.0,4.0,,X,455142740,99317,2023B
127 WALNUT ST,PA,CARLISLE,17013,1496,13.0,4.0,,X,455142748,99317,2023B
125 WALNUT ST,PA,CARLISLE,17013,1535,6.0,10.0,,X,455142752,99317,2023B
123 WALNUT ST,PA,CARLISLE,17013,1408,6.0,4.0,,X,455142756,99317,2023B
121 WALNUT ST,PA,CARLISLE,17013,1408,13.0,4.0,,X,455142760,99317,2023B
119 WALNUT ST,PA,CARLISLE,17013,1158,6.0,4.0,,X,455142764,99317,2023B
117 WALNUT ST,PA,CARLISLE,17013,1170,6.0,4.0,,X,455142768,99317,2023B
272 S PITT ST,PA,CARLISLE,17013,2565,6.0,10.0,,X,455142776,99317,2023B
270 S PITT ST,PA,CARLISLE,17013,1924,6.0,4.0,,X,455142780,99317,2023B
268 S PITT ST,PA,CARLISLE,17013,1496,6.0,10.0,,X,455142784,99317,2023B
266 S PITT ST,PA,CARLISLE,17013,1640,6.0,4.0,,X,455142788,99317,2023B
260 S PITT ST,PA,CARLISLE,17013,2132,6.0,16.0,,X,455142796,99317,2023B
256 S PITT ST,PA,CARLISLE,17013,2727,6.0,16.0,,X,455142800,99317,2023B
248 S PITT ST,PA,CARLISLE,17013,1616,13.0,4.0,,X,455142808,99317,2023B
246 S PITT ST,PA,CARLISLE,17013,1322,13.0,4.0,,X,455142812,99317,2023B
238 S PITT ST,PA,CARLISLE,17013,3095,13.0,4.0,,X,455142816,99317,2023B
236 S PITT ST,PA,CARLISLE,17013,1760,13.0,4.0,,X,455142820,99317,2023B
232 S PITT ST,PA,CARLISLE,17013,1452,13.0,4.0,,X,455142824,99317,2023B
233 S WEST ST,PA,CARLISLE,17013,1909,13.0,4.0,,X,455142828,99317,2023B
235 S WEST ST,PA,CARLISLE,17013,1909,13.0,4.0,,X,455142832,99317,2023B
241 S WEST ST,PA,CARLISLE,17013,1652,13.0,4.0,,X,455142836,99317,2023B
243 S WEST ST,PA,CARLISLE,17013,1766,6.0,10.0,,X,455142840,99317,2023B
245 S WEST ST,PA,CARLISLE,17013,2646,13.0,4.0,,X,455142844,99317,2023B
249 S WEST ST,PA,CARLISLE,17013,2814,13.0,4.0,,X,455142848,99317,2023B
251 S WEST ST,PA,CARLISLE,17013,2586,6.0,4.0,,X,455142852,99317,2023B
261 S WEST ST,PA,CARLISLE,17013,1850,6.0,10.0,,X,455142860,99317,2023B
267 S WEST ST,PA,CARLISLE,17013,1944,6.0,10.0,,X,455142868,99317,2023B
269 S WEST ST,PA,CARLISLE,17013,1776,6.0,10.0,,X,455142872,99317,2023B
221 WALNUT ST,PA,CARLISLE,17013,1680,6.0,10.0,,X,455142880,99317,2023B
219 WALNUT ST,PA,CARLISLE,17013,2805,6.0,10.0,,X,455142884,99317,2023B
215 WALNUT ST,PA,CARLISLE,17013,1528,6.0,4.0,,X,455142888,99317,2023B
203 WALNUT ST,PA,CARLISLE,17013,1712,6.0,4.0,,X,455142896,99317,2023B
201 WALNUT ST,PA,CARLISLE,17013,1752,13.0,4.0,,X,455142900,99317,2023B
262 ARCH ST,PA,CARLISLE,17013,1296,6.0,4.0,,X,455142904,99317,2023B
260 ARCH ST,PA,CARLISLE,17013,1599,6.0,4.0,,X,455142908,99317,2023B
254 ARCH ST,PA,CARLISLE,17013,1688,6.0,4.0,,X,455142912,99317,2023B
246 ARCH ST,PA,CARLISLE,17013,1830,6.0,10.0,,X,455142916,99317,2023B
240 ARCH ST,PA,CARLISLE,17013,768,13.0,4.0,,X,455142924,99317,2023B
236 GRAHAM ST,PA,CARLISLE,17013,1552,13.0,4.0,,X,455142928,99317,2023B
257 GIBSON ST,PA,CARLISLE,17013,2096,6.0,10.0,,X,455142932,99317,2023B
261 GIBSON ST,PA,CARLISLE,17013,1800,13.0,4.0,,X,455142936,99317,2023B
265 GIBSON ST,PA,CARLISLE,17013,1729,6.0,4.0,,X,455142940,99317,2023B
233 WALNUT ST,PA,CARLISLE,17013,2256,13.0,4.0,,X,455142944,99317,2023B
229 WALNUT ST,PA,CARLISLE,17013,1906,13.0,4.0,,X,455142948,99317,2023B
225 WALNUT ST,PA,CARLISLE,17013,2269,6.0,10.0,,X,455142952,99317,2023B
278 S WEST ST,PA,CARLISLE,17013,2256,6.0,16.0,,X,455142956,99317,2023B
276 S WEST ST,PA,CARLISLE,17013,1980,13.0,4.0,,X,455142960,99317,2023B
272 S WEST ST,PA,CARLISLE,17013,2402,13.0,4.0,,X,455142964,99317,2023B
268 S WEST ST,PA,CARLISLE,17013,2167,13.0,4.0,,X,455142968,99317,2023B
264 S WEST ST,PA,CARLISLE,17013,2395,13.0,16.0,,X,455142972,99317,2023B
260 S WEST ST,PA,CARLISLE,17013,2646,6.0,16.0,,X,455142976,99317,2023B
256 S WEST ST,PA,CARLISLE,17013,1904,13.0,4.0,,X,455142980,99317,2023B
252 S WEST ST,PA,CARLISLE,17013,1748,13.0,4.0,,X,455142984,99317,2023B
248 S WEST ST,PA,CARLISLE,17013,1800,6.0,4.0,13,X,455142988,99317,2023B
238 S WEST ST,PA,CARLISLE,17013,2570,13.0,4.0,,X,455142996,99317,2023B
236 S WEST ST,PA,CARLISLE,17013,2570,13.0,4.0,,X,455143000,99317,2023B
228 GRAHAM ST,PA,CARLISLE,17013,1600,6.0,10.0,,X,455143004,99317,2023B
252 GIBSON ST,PA,CARLISLE,17013,2768,6.0,10.0,,X,455143008,99317,2023B
904 ARMSTRONG RD,PA,CARLISLE,17013,1996,13.0,4.0,,X,455143012,99317,2023B
908 ARMSTRONG RD,PA,CARLISLE,17013,1869,13.0,2.0,,X,455143016,99317,2023B
912 ARMSTRONG RD,PA,CARLISLE,17013,1720,13.0,4.0,,X,455143020,99317,2023B
916 ARMSTRONG RD,PA,CARLISLE,17013,1872,13.0,4.0,,X,455143024,99317,2023B
920 ARMSTRONG RD,PA,CARLISLE,17013,1720,13.0,13.0,,X,455143028,99317,2023B
924 ARMSTRONG RD,PA,CARLISLE,17013,2042,13.0,4.0,,X,455143032,99317,2023B
10 DOUGLAS CT,PA,CARLISLE,17013,1525,13.0,13.0,,X,455143040,99317,2023B
14 DOUGLAS CT,PA,CARLISLE,17013,2484,13.0,13.0,,X,455143044,99317,2023B
18 DOUGLAS CT,PA,CARLISLE,17013,1924,13.0,2.0,,X,455143048,99317,2023B
22 DOUGLAS CT,PA,CARLISLE,17013,2376,13.0,4.0,,X,455143052,99317,2023B
913 ARMSTRONG RD,PA,CARLISLE,17013,2276,13.0,4.0,,X,455143056,99317,2023B
909 ARMSTRONG RD,PA,CARLISLE,17013,1910,13.0,2.0,,X,455143060,99317,2023B
905 ARMSTRONG RD,PA,CARLISLE,17013,1676,13.0,8.0,13,X,455143064,99317,2023B
424 CROGHAN DR,PA,CARLISLE,17013,2130,13.0,2.0,,X,455143068,99317,2023B
428 CROGHAN DR,PA,CARLISLE,17013,1792,13.0,2.0,,X,455143072,99317,2023B
432 CROGHAN DR,PA,CARLISLE,17013,1847,13.0,4.0,,X,455143076,99317,2023B
436 CROGHAN DR,PA,CARLISLE,17013,1864,13.0,4.0,,X,455143080,99317,2023B
440 CROGHAN DR,PA,CARLISLE,17013,1812,13.0,2.0,,X,455143084,99317,2023B
425 CROGHAN DR,PA,CARLISLE,17013,2028,13.0,2.0,,X,455143088,99317,2023B
429 CROGHAN DR,PA,CARLISLE,17013,1940,13.0,2.0,,X,455143092,99317,2023B
