address,state,city,zip,building_sq_ft,hvacc_cooling_code,hvacc_heating_code,foundation_code,fl_fema_flood_zone,tax_assessor_id,average_household_income,vintage
13 PARKVIEW DR,PA,CARLISLE,17013,1687,13.0,4.0,13,X,455219008,99317,2023B
11 PARKVIEW DR,PA,CARLISLE,17013,1423,13.0,4.0,13,X,455219072,99317,2023B
9 PARKVIEW DR,PA,CARLISLE,17013,1423,13.0,4.0,13,X,455219084,99317,2023B
3521 ENOLA RD,PA,CARLISLE,17015,1614,13.0,8.0,2,X,455219088,130289,2023B
7 PARKVIEW DR,PA,CARLISLE,17013,1687,13.0,4.0,13,X,455219096,99317,2023B
5 PARKVIEW DR,PA,CARLISLE,17013,1687,13.0,4.0,13,X,455219112,99317,2023B
3 PARKVIEW DR,PA,CARLISLE,17013,1687,13.0,4.0,13,X,455219124,99317,2023B
10 W SCENIC DR,PA,CARLISLE,17015,1684,6.0,13.0,,X,455219128,130289,2023B
1 PARKVIEW DR,PA,CARLISLE,17013,1406,13.0,4.0,13,X,455219132,99317,2023B
3305 ENOLA RD,PA,CARLISLE,17015,1196,13.0,4.0,,X,455219192,130289,2023B
3277 ENOLA RD,PA,CARLISLE,17015,1028,6.0,13.0,13,X,455219212,130289,2023B
3275 ENOLA RD,PA,CARLISLE,17015,1870,6.0,10.0,,X,455219224,130289,2023B
3198 ENOLA RD,PA,CARLISLE,17015,1858,6.0,10.0,,X,455219244,130289,2023B
52 E NORTH ST,PA,CARLISLE,17013,2089,6.0,10.0,,X,455219252,99317,2023B
3133 ENOLA RD,PA,CARLISLE,17015,1050,6.0,4.0,,A,455219256,130289,2023B
201 PINEDALE RD,PA,CARLISLE,17015,1200,6.0,13.0,,X,455219264,130289,2023B
15 E SCENIC DR,PA,CARLISLE,17015,1620,13.0,8.0,,X,455219272,130289,2023B
48 E NORTH ST,PA,CARLISLE,17013,1840,6.0,10.0,,X,455219276,99317,2023B
30 E SCENIC DR,PA,CARLISLE,17015,1786,6.0,10.0,,X,455219284,130289,2023B
217 PONDEROSA RD,PA,CARLISLE,17015,1308,6.0,4.0,,X,455219296,130289,2023B
305 PONDEROSA RD,PA,CARLISLE,17015,988,6.0,4.0,,X,455219300,130289,2023B
309 PONDEROSA RD,PA,CARLISLE,17015,1560,6.0,13.0,,X,455219308,130289,2023B
315 PONDEROSA RD,PA,CARLISLE,17015,1485,6.0,4.0,,X,455219316,130289,2023B
36 E NORTH ST,PA,CARLISLE,17013,1688,6.0,4.0,,X,455219352,99317,2023B
212 PONDEROSA RD,PA,CARLISLE,17015,1268,6.0,13.0,,X,455219384,130289,2023B
204 PONDEROSA RD,PA,CARLISLE,17015,1927,6.0,4.0,,X,455219396,130289,2023B
309 PINEDALE RD,PA,CARLISLE,17015,2248,6.0,13.0,,X,455219412,130289,2023B
321 PINEDALE RD,PA,CARLISLE,17015,2120,13.0,4.0,,X,455219448,130289,2023B
415 PINEDALE RD,PA,CARLISLE,17015,1380,6.0,10.0,,X,455219468,130289,2023B
10 WHITETAIL DR,PA,CARLISLE,17015,2157,6.0,4.0,13,X,455219532,130289,2023B
20 WHITETAIL DR,PA,CARLISLE,17015,1501,6.0,13.0,,X,455219540,130289,2023B
30 WHITETAIL DR,PA,CARLISLE,17015,1744,6.0,13.0,,X,455219552,130289,2023B
445 RUN RD,PA,CARLISLE,17015,1896,6.0,13.0,,X,455219564,130289,2023B
3511 ENOLA RD,PA,CARLISLE,17015,1056,13.0,13.0,,X,455219588,130289,2023B
497 RUN RD,PA,CARLISLE,17015,1696,6.0,10.0,,A,455219596,130289,2023B
307 RUN RD,PA,CARLISLE,17015,2195,6.0,24.0,,A,455219628,130289,2023B
9 FAWN DR,PA,CARLISLE,17015,1396,6.0,13.0,,A,455219636,130289,2023B
96 PINEDALE RD,PA,CARLISLE,17015,1934,6.0,2.0,,X,455219832,130289,2023B
92 PINEDALE RD,PA,CARLISLE,17015,1188,6.0,4.0,,X,455219840,130289,2023B
162 E CHAPEL AVE,PA,CARLISLE,17013,1140,6.0,4.0,,X,455219844,99317,2023B
88 PINEDALE RD,PA,CARLISLE,17015,1500,13.0,4.0,,X,455219848,130289,2023B
160 E CHAPEL AVE,PA,CARLISLE,17013,1056,6.0,4.0,,X,455219852,99317,2023B
100 PINEDALE RD,PA,CARLISLE,17015,1624,13.0,4.0,,X,455219876,130289,2023B
70 PINEDALE RD,PA,CARLISLE,17015,1232,13.0,4.0,,X,455219904,130289,2023B
62 PINEDALE RD,PA,CARLISLE,17015,1232,6.0,4.0,,X,455219932,130289,2023B
1 E SOUTH ST,PA,CARLISLE,17013,1180,6.0,10.0,,X,455219936,99317,2023B
1 1/2 E SOUTH ST,PA,CARLISLE,17013,1016,6.0,10.0,,X,455219948,99317,2023B
3 E SOUTH ST,PA,CARLISLE,17013,1020,6.0,13.0,13,X,455219956,99317,2023B
5 E SOUTH ST,PA,CARLISLE,17013,1068,6.0,10.0,,X,455219964,99317,2023B
7 E SOUTH ST,PA,CARLISLE,17013,1476,6.0,10.0,,X,455219976,99317,2023B
9 E SOUTH ST,PA,CARLISLE,17013,1328,6.0,4.0,,X,455219984,99317,2023B
434 OPOSSUM LAKE RD,PA,CARLISLE,17015,1344,13.0,4.0,,X,455219988,130289,2023B
11 E SOUTH ST,PA,CARLISLE,17013,1416,6.0,4.0,,X,455219992,99317,2023B
13 E SOUTH ST,PA,CARLISLE,17013,1416,6.0,4.0,,X,455220000,99317,2023B
15 E SOUTH ST,PA,CARLISLE,17013,1328,6.0,4.0,,X,455220008,99317,2023B
17 E SOUTH ST,PA,CARLISLE,17013,1532,6.0,10.0,,X,455220016,99317,2023B
19 E SOUTH ST,PA,CARLISLE,17013,1412,6.0,10.0,,X,455220024,99317,2023B
21 E SOUTH ST,PA,CARLISLE,17013,1430,6.0,4.0,,AE,455220028,99317,2023B
23 E SOUTH ST,PA,CARLISLE,17013,919,6.0,4.0,,AE,455220036,99317,2023B
25 E SOUTH ST,PA,CARLISLE,17013,898,6.0,10.0,,AE,455220044,99317,2023B
27 E SOUTH ST,PA,CARLISLE,17013,872,6.0,4.0,,AE,455220052,99317,2023B
29 E SOUTH ST,PA,CARLISLE,17013,1214,6.0,4.0,,AE,455220056,99317,2023B
31 E SOUTH ST,PA,CARLISLE,17013,1098,6.0,4.0,,AE,455220064,99317,2023B
33 E SOUTH ST,PA,CARLISLE,17013,1210,13.0,4.0,,AE,455220072,99317,2023B
49 E SOUTH ST,PA,CARLISLE,17013,1253,6.0,4.0,,AE,455220104,99317,2023B
441 OPOSSUM LAKE RD,PA,CARLISLE,17015,2156,6.0,4.0,,X,455220108,130289,2023B
395 OPOSSUM LAKE RD,PA,CARLISLE,17015,1400,6.0,4.0,,X,455220120,130289,2023B
27 E LOUTHER ST,PA,CARLISLE,17013,2056,6.0,4.0,,X,455220128,99317,2023B
218 PONDEROSA RD,PA,CARLISLE,17015,1248,13.0,13.0,,X,455220132,130289,2023B
29 E LOUTHER ST,PA,CARLISLE,17013,2066,6.0,4.0,,X,455220140,99317,2023B
216 PONDEROSA RD,PA,CARLISLE,17015,1144,13.0,13.0,,X,455220144,130289,2023B
91 PINEDALE RD,PA,CARLISLE,17015,1347,6.0,13.0,13,X,455220152,130289,2023B
31 E LOUTHER ST,PA,CARLISLE,17013,1248,6.0,10.0,,X,455220160,99317,2023B
107 PINEDALE RD,PA,CARLISLE,17015,2108,6.0,13.0,,X,455220164,130289,2023B
51 E SOUTH ST,PA,CARLISLE,17013,1208,6.0,4.0,,AE,455220168,99317,2023B
103 PINEDALE RD,PA,CARLISLE,17015,1276,6.0,4.0,,X,455220176,130289,2023B
53 E SOUTH ST,PA,CARLISLE,17013,864,6.0,4.0,,AE,455220180,99317,2023B
55 E SOUTH ST,PA,CARLISLE,17013,864,6.0,4.0,,AE,455220184,99317,2023B
115 PINEDALE RD,PA,CARLISLE,17015,2553,13.0,4.0,,X,455220188,130289,2023B
57 E SOUTH ST,PA,CARLISLE,17013,704,6.0,4.0,,AE,455220192,99317,2023B
9 IVY TER,PA,CARLISLE,17015,2400,13.0,4.0,,X,455220196,130289,2023B
152 S BEDFORD ST,PA,CARLISLE,17013,912,6.0,4.0,,AE,455220204,99317,2023B
150 S BEDFORD ST,PA,CARLISLE,17013,1216,6.0,13.0,13,AE,455220208,99317,2023B
146 S BEDFORD ST,PA,CARLISLE,17013,1124,6.0,4.0,,AE,455220212,99317,2023B
136 S BEDFORD ST,PA,CARLISLE,17013,1572,6.0,4.0,,AE,455220220,99317,2023B
134 S BEDFORD ST,PA,CARLISLE,17013,1368,6.0,4.0,,AE,455220224,99317,2023B
132 S BEDFORD ST,PA,CARLISLE,17013,1312,6.0,4.0,,AE,455220228,99317,2023B
35 E LOUTHER ST,PA,CARLISLE,17013,1800,6.0,16.0,,X,455220252,99317,2023B
37 E LOUTHER ST,PA,CARLISLE,17013,880,13.0,4.0,,X,455220260,99317,2023B
39 E LOUTHER ST,PA,CARLISLE,17013,832,6.0,4.0,,X,455220272,99317,2023B
41 E LOUTHER ST,PA,CARLISLE,17013,1285,6.0,4.0,,X,455220284,99317,2023B
21 IVY TER,PA,CARLISLE,17015,1596,13.0,8.0,,X,455220288,130289,2023B
22 IVY TER,PA,CARLISLE,17015,2904,13.0,4.0,,X,455220300,130289,2023B
3211 ENOLA RD,PA,CARLISLE,17015,1848,13.0,4.0,13,A,455220312,130289,2023B
57 E LOUTHER ST,PA,CARLISLE,17013,2196,6.0,10.0,,X,455220368,99317,2023B
3201 ENOLA RD,PA,CARLISLE,17015,1120,6.0,13.0,,A,455220380,130289,2023B
11 ACORN RD,PA,CARLISLE,17015,2006,13.0,13.0,,A,455220388,130289,2023B
65 E LOUTHER ST,PA,CARLISLE,17013,4124,6.0,10.0,,X,455220392,99317,2023B
21 ACORN RD,PA,CARLISLE,17015,1968,13.0,16.0,,A,455220400,130289,2023B
31 ACORN RD,PA,CARLISLE,17015,1776,13.0,4.0,,A,455220408,130289,2023B
406 PINEDALE RD,PA,CARLISLE,17015,1920,13.0,4.0,13,X,455220420,130289,2023B
73 E LOUTHER ST,PA,CARLISLE,17013,1363,6.0,4.0,,X,455220424,99317,2023B
72 PINEDALE RD,PA,CARLISLE,17015,2044,13.0,13.0,,X,455220432,130289,2023B
75 E LOUTHER ST,PA,CARLISLE,17013,1333,13.0,4.0,,X,455220444,99317,2023B
3415 ENOLA RD,PA,CARLISLE,17015,1248,6.0,13.0,,X,455220460,130289,2023B
114 N BEDFORD ST,PA,CARLISLE,17013,1120,6.0,4.0,,X,455220468,99317,2023B
120 N BEDFORD ST,PA,CARLISLE,17013,1508,6.0,4.0,,X,455220528,99317,2023B
122 N BEDFORD ST,PA,CARLISLE,17013,1534,6.0,4.0,,X,455220532,99317,2023B
36 E LOCUST AVE,PA,CARLISLE,17013,1096,6.0,4.0,,X,455220548,99317,2023B
34 E LOCUST AVE,PA,CARLISLE,17013,806,6.0,4.0,,X,455220556,99317,2023B
68 E LOUTHER ST,PA,CARLISLE,17013,1704,13.0,4.0,,X,455220572,99317,2023B
323 PINEDALE RD,PA,CARLISLE,17015,1472,13.0,8.0,,X,455220576,130289,2023B
622 WILDWOOD RD,PA,CARLISLE,17015,2454,6.0,10.0,,A,455220588,130289,2023B
3111 ENOLA RD,PA,CARLISLE,17015,2240,13.0,4.0,13,A,455220608,130289,2023B
223 S HANOVER ST,PA,CARLISLE,17013,2772,13.0,4.0,,X,455220616,99317,2023B
355 OPOSSUM LAKE RD,PA,CARLISLE,17015,1144,13.0,4.0,,A,455220628,130289,2023B
235 S HANOVER ST,PA,CARLISLE,17013,2991,13.0,10.0,,X,455220636,99317,2023B
109 PINEDALE RD,PA,CARLISLE,17015,2043,13.0,8.0,,X,455220648,130289,2023B
237 S HANOVER ST,PA,CARLISLE,17013,2794,13.0,16.0,,X,455220656,99317,2023B
243 S HANOVER ST,PA,CARLISLE,17013,3540,6.0,10.0,,X,455220668,99317,2023B
251 S HANOVER ST,PA,CARLISLE,17013,4115,6.0,10.0,,X,455220676,99317,2023B
261 S HANOVER ST,PA,CARLISLE,17013,2940,13.0,8.0,,X,455220684,99317,2023B
265 S HANOVER ST,PA,CARLISLE,17013,2086,13.0,4.0,,X,455220692,99317,2023B
267 S HANOVER ST,PA,CARLISLE,17013,1956,13.0,4.0,,X,455220700,99317,2023B
271 S HANOVER ST,PA,CARLISLE,17013,2312,6.0,2.0,,X,455220712,99317,2023B
58 E LOUTHER ST,PA,CARLISLE,17013,2246,13.0,4.0,,X,455220720,99317,2023B
54 E LOUTHER ST,PA,CARLISLE,17013,1900,6.0,4.0,,X,455220728,99317,2023B
46 E LOUTHER ST,PA,CARLISLE,17013,1966,6.0,4.0,,X,455220760,99317,2023B
44 E LOUTHER ST,PA,CARLISLE,17013,1966,6.0,4.0,,X,455220768,99317,2023B
273 S HANOVER ST,PA,CARLISLE,17013,2372,13.0,4.0,,X,455220812,99317,2023B
277 S HANOVER ST,PA,CARLISLE,17013,2688,6.0,10.0,,X,455220840,99317,2023B
160 E SOUTH ST,PA,CARLISLE,17013,2376,13.0,4.0,,AE,455220876,99317,2023B
136 E LIBERTY AVE,PA,CARLISLE,17013,720,6.0,4.0,,X,455220888,99317,2023B
138 E LIBERTY AVE,PA,CARLISLE,17013,744,6.0,4.0,,X,455220892,99317,2023B
533 S HANOVER ST,PA,CARLISLE,17013,2089,6.0,10.0,,X,455221104,99317,2023B
545 S HANOVER ST,PA,CARLISLE,17013,1880,6.0,10.0,,X,455221112,99317,2023B
547 S HANOVER ST,PA,CARLISLE,17013,1668,6.0,10.0,,X,455221124,99317,2023B
551 S HANOVER ST,PA,CARLISLE,17013,2498,6.0,4.0,,X,455221132,99317,2023B
555 S HANOVER ST,PA,CARLISLE,17013,2184,6.0,16.0,,X,455221144,99317,2023B
617 S HANOVER ST,PA,CARLISLE,17013,3304,6.0,10.0,,X,455221160,99317,2023B
629 S HANOVER ST,PA,CARLISLE,17013,2542,6.0,10.0,,X,455221176,99317,2023B
635 S HANOVER ST,PA,CARLISLE,17013,2343,6.0,10.0,,X,455221188,99317,2023B
641 S HANOVER ST,PA,CARLISLE,17013,3701,6.0,10.0,,X,455221200,99317,2023B
61 N BEDFORD ST,PA,CARLISLE,17013,1414,6.0,4.0,,X,455221332,99317,2023B
59 N BEDFORD ST,PA,CARLISLE,17013,1320,13.0,4.0,,X,455221344,99317,2023B
55 N BEDFORD ST,PA,CARLISLE,17013,1336,6.0,4.0,,X,455221352,99317,2023B
735 S HANOVER ST,PA,CARLISLE,17013,2120,13.0,10.0,,X,455221360,99317,2023B
10 E RIDGE ST,PA,CARLISLE,17013,2305,13.0,4.0,,X,455221364,99317,2023B
53 E WILLOW ST,PA,CARLISLE,17013,768,6.0,4.0,,X,455221396,99317,2023B
81 E WILLOW ST,PA,CARLISLE,17013,1020,6.0,4.0,,AE,455221400,99317,2023B
53 N BEDFORD ST,PA,CARLISLE,17013,1364,6.0,4.0,,X,455221404,99317,2023B
49 N BEDFORD ST,PA,CARLISLE,17013,1364,6.0,4.0,,X,455221416,99317,2023B
47 N BEDFORD ST,PA,CARLISLE,17013,1364,6.0,4.0,,X,455221424,99317,2023B
43 N BEDFORD ST,PA,CARLISLE,17013,1420,6.0,4.0,,X,455221436,99317,2023B
41 N BEDFORD ST,PA,CARLISLE,17013,1142,13.0,4.0,,X,455221444,99317,2023B
109 E HIGH ST,PA,CARLISLE,17013,4229,6.0,10.0,,X,455221504,99317,2023B
119 E HIGH ST,PA,CARLISLE,17013,4254,13.0,4.0,,X,455221508,99317,2023B
125 E HIGH ST,PA,CARLISLE,17013,2048,6.0,4.0,,X,455221512,99317,2023B
79 E WILLOW ST,PA,CARLISLE,17013,1020,6.0,4.0,,AE,455221528,99317,2023B
77 E WILLOW ST,PA,CARLISLE,17013,1020,6.0,4.0,,AE,455221540,99317,2023B
75 E WILLOW ST,PA,CARLISLE,17013,1020,6.0,4.0,,AE,455221556,99317,2023B
73 E WILLOW ST,PA,CARLISLE,17013,1020,6.0,4.0,,AE,455221584,99317,2023B
65 E WILLOW ST,PA,CARLISLE,17013,965,6.0,4.0,,X,455221596,99317,2023B
69 E WILLOW ST,PA,CARLISLE,17013,893,13.0,4.0,2,X,455221608,99317,2023B
71 E WILLOW ST,PA,CARLISLE,17013,1020,6.0,4.0,,AE,455221616,99317,2023B
E WILLOW ST,PA,CARLISLE,17013,0,,,,AE,455221636,99317,2023B
525 S BEDFORD ST,PA,CARLISLE,17013,1320,13.0,4.0,,X,455221644,99317,2023B
529 S BEDFORD ST,PA,CARLISLE,17013,1512,13.0,10.0,,X,455221652,99317,2023B
533 S BEDFORD ST,PA,CARLISLE,17013,2240,6.0,16.0,,X,455221660,99317,2023B
157 E POMFRET ST,PA,CARLISLE,17013,1136,6.0,4.0,,X,455221768,99317,2023B
159 E POMFRET ST,PA,CARLISLE,17013,1120,6.0,4.0,,X,455221780,99317,2023B
163 E POMFRET ST,PA,CARLISLE,17013,1560,6.0,4.0,,X,455221796,99317,2023B
169 E POMFRET ST,PA,CARLISLE,17013,1440,6.0,10.0,,X,455221820,99317,2023B
177 E POMFRET ST,PA,CARLISLE,17013,1778,6.0,16.0,,X,455221880,99317,2023B
48 S EAST ST,PA,CARLISLE,17013,1372,13.0,4.0,,X,455221888,99317,2023B
46 S EAST ST,PA,CARLISLE,17013,1274,13.0,4.0,,X,455221900,99317,2023B
44 S EAST ST,PA,CARLISLE,17013,1426,6.0,4.0,,X,455221908,99317,2023B
541 S BEDFORD ST,PA,CARLISLE,17013,1904,13.0,4.0,,X,455222000,99317,2023B
34 S EAST ST,PA,CARLISLE,17013,2146,6.0,4.0,,X,455222104,99317,2023B
30 S EAST ST,PA,CARLISLE,17013,942,13.0,4.0,,X,455222116,99317,2023B
28 S EAST ST,PA,CARLISLE,17013,936,6.0,4.0,,X,455222128,99317,2023B
103 E RIDGE ST,PA,CARLISLE,17013,2669,13.0,13.0,,X,455222144,99317,2023B
115 E RIDGE ST,PA,CARLISLE,17013,1915,13.0,4.0,,X,455222148,99317,2023B
121 E RIDGE ST,PA,CARLISLE,17013,1476,13.0,4.0,,X,455222152,99317,2023B
125 E RIDGE ST,PA,CARLISLE,17013,1584,6.0,10.0,,X,455222156,99317,2023B
129 E RIDGE ST,PA,CARLISLE,17013,1267,6.0,4.0,,X,455222160,99317,2023B
538 HIGHLAND AVE,PA,CARLISLE,17013,1600,13.0,4.0,,X,455222164,99317,2023B
536 HIGHLAND AVE,PA,CARLISLE,17013,1716,13.0,4.0,,X,455222168,99317,2023B
26 S EAST ST,PA,CARLISLE,17013,1184,6.0,4.0,,X,455222172,99317,2023B
24 S EAST ST,PA,CARLISLE,17013,880,6.0,4.0,,X,455222288,99317,2023B
22 S EAST ST,PA,CARLISLE,17013,1584,6.0,4.0,,X,455222300,99317,2023B
403 S SPRING GARDEN ST,PA,CARLISLE,17013,1121,13.0,4.0,,X,455222408,99317,2023B
532 HIGHLAND AVE,PA,CARLISLE,17013,2143,6.0,10.0,,X,455222432,99317,2023B
HIGHLAND CT,PA,CARLISLE,17013,0,,,,AE,455222456,99317,2023B
170 E HIGH ST,PA,CARLISLE,17013,2058,6.0,10.0,,X,455222592,99317,2023B
166 E HIGH ST,PA,CARLISLE,17013,956,13.0,4.0,,X,455222608,99317,2023B
164 E HIGH ST,PA,CARLISLE,17013,1604,6.0,4.0,,X,455222620,99317,2023B
160 E HIGH ST,PA,CARLISLE,17013,1072,6.0,4.0,,X,455222632,99317,2023B
158 E HIGH ST,PA,CARLISLE,17013,1072,6.0,4.0,,X,455222648,99317,2023B
525 S HANOVER ST,PA,CARLISLE,17013,2126,6.0,4.0,,X,455222760,99317,2023B
31 E RIDGE ST,PA,CARLISLE,17013,1540,13.0,4.0,,X,455222768,99317,2023B
35 E RIDGE ST,PA,CARLISLE,17013,2224,6.0,4.0,,X,455222788,99317,2023B
37 E RIDGE ST,PA,CARLISLE,17013,2272,13.0,4.0,,X,455222796,99317,2023B
156 E HIGH ST,PA,CARLISLE,17013,1072,13.0,4.0,,X,455222884,99317,2023B
154 E HIGH ST,PA,CARLISLE,17013,1072,13.0,4.0,,X,455222896,99317,2023B
45 E RIDGE ST,PA,CARLISLE,17013,3270,13.0,16.0,,X,455222936,99317,2023B
75 E RIDGE ST,PA,CARLISLE,17013,2433,13.0,10.0,,X,455222956,99317,2023B
89 E RIDGE ST,PA,CARLISLE,17013,1981,6.0,16.0,,X,455222980,99317,2023B
540 S BEDFORD ST,PA,CARLISLE,17013,1278,6.0,4.0,,X,455222992,99317,2023B
530 S BEDFORD ST,PA,CARLISLE,17013,1480,13.0,4.0,,X,455223004,99317,2023B
152 E HIGH ST,PA,CARLISLE,17013,2150,13.0,4.0,,X,455223024,99317,2023B
148 E HIGH ST,PA,CARLISLE,17013,1740,6.0,4.0,,X,455223148,99317,2023B
146 E HIGH ST,PA,CARLISLE,17013,2240,6.0,4.0,,X,455223160,99317,2023B
518 S BEDFORD ST,PA,CARLISLE,17013,1736,13.0,4.0,,X,455223252,99317,2023B
514 S BEDFORD ST,PA,CARLISLE,17013,1542,13.0,4.0,13,X,455223272,99317,2023B
66 E WILLOW ST,PA,CARLISLE,17013,1617,13.0,10.0,,X,455223292,99317,2023B
56 E WILLOW ST,PA,CARLISLE,17013,1254,6.0,4.0,,X,455223316,99317,2023B
32 E RIDGE ST,PA,CARLISLE,17013,1963,13.0,4.0,,X,455223344,99317,2023B
37 S EAST ST,PA,CARLISLE,17013,1260,13.0,4.0,,AE,455223540,99317,2023B
39 S EAST ST,PA,CARLISLE,17013,1260,13.0,4.0,,AE,455223552,99317,2023B
41 S EAST ST,PA,CARLISLE,17013,1568,6.0,4.0,,AE,455223564,99317,2023B
14 ROBBINS LN,PA,CARLISLE,17013,2460,13.0,4.0,,X,455223604,99317,2023B
634 S BEDFORD ST,PA,CARLISLE,17013,1860,6.0,10.0,,X,455223620,99317,2023B
90 E RIDGE ST,PA,CARLISLE,17013,2312,6.0,10.0,,X,455223632,99317,2023B
82 E RIDGE ST,PA,CARLISLE,17013,1762,6.0,10.0,,X,455223644,99317,2023B
80 E RIDGE ST,PA,CARLISLE,17013,2190,6.0,10.0,,X,455223656,99317,2023B
78 E RIDGE ST,PA,CARLISLE,17013,2254,6.0,10.0,,X,455223672,99317,2023B
70 E RIDGE ST,PA,CARLISLE,17013,1467,13.0,4.0,,X,455223684,99317,2023B
52 E RIDGE ST,PA,CARLISLE,17013,1783,13.0,4.0,,X,455223700,99317,2023B
43 S EAST ST,PA,CARLISLE,17013,1848,6.0,10.0,,AE,455223756,99317,2023B
603 S BEDFORD ST,PA,CARLISLE,17013,2169,13.0,4.0,,X,455223764,99317,2023B
633 S BEDFORD ST,PA,CARLISLE,17013,2411,13.0,4.0,,X,455223768,99317,2023B
616 HIGHLAND AVE,PA,CARLISLE,17013,1724,6.0,10.0,,X,455223780,99317,2023B
614 HIGHLAND AVE,PA,CARLISLE,17013,1144,6.0,10.0,,X,455223784,99317,2023B
130 E RIDGE ST,PA,CARLISLE,17013,2429,13.0,4.0,,X,455223788,99317,2023B
124 E RIDGE ST,PA,CARLISLE,17013,1736,6.0,16.0,,X,455223792,99317,2023B
116 E RIDGE ST,PA,CARLISLE,17013,1598,6.0,4.0,,X,455223796,99317,2023B
112 E RIDGE ST,PA,CARLISLE,17013,1919,6.0,10.0,,X,455223800,99317,2023B
551 HIGHLAND AVE,PA,CARLISLE,17013,3596,13.0,10.0,,AE,455223804,99317,2023B
555 HIGHLAND AVE,PA,CARLISLE,17013,2233,13.0,4.0,,AE,455223808,99317,2023B
603 HIGHLAND AVE,PA,CARLISLE,17013,1512,13.0,4.0,,AE,455223816,99317,2023B
45 S EAST ST,PA,CARLISLE,17013,1440,6.0,10.0,,AE,455223820,99317,2023B
47 S EAST ST,PA,CARLISLE,17013,1440,6.0,4.0,,AE,455223824,99317,2023B
49 S EAST ST,PA,CARLISLE,17013,1678,6.0,10.0,,AE,455223828,99317,2023B
55 S EAST ST,PA,CARLISLE,17013,2375,6.0,4.0,,AE,455223832,99317,2023B
201 E POMFRET ST,PA,CARLISLE,17013,3982,13.0,10.0,,X,455223848,99317,2023B
241 E POMFRET ST,PA,CARLISLE,17013,875,13.0,4.0,,AE,455223876,99317,2023B
245 E POMFRET ST,PA,CARLISLE,17013,1282,6.0,10.0,,AE,455223888,99317,2023B
251 E POMFRET ST,PA,CARLISLE,17013,1512,13.0,10.0,,AE,455223900,99317,2023B
611 HIGHLAND AVE,PA,CARLISLE,17013,2022,6.0,4.0,,AE,455223972,99317,2023B
619 HIGHLAND AVE,PA,CARLISLE,17013,1683,13.0,4.0,,AE,455223976,99317,2023B
627 HIGHLAND AVE,PA,CARLISLE,17013,2226,13.0,13.0,,AE,455223980,99317,2023B
635 HIGHLAND AVE,PA,CARLISLE,17013,1534,6.0,4.0,,AE,455223984,99317,2023B
535 HIGHLAND AVE,PA,CARLISLE,17013,2802,6.0,16.0,,X,455223996,99317,2023B
355 E BALTIMORE ST,PA,CARLISLE,17013,3787,13.0,10.0,,AE,455224000,99317,2023B
356 E BALTIMORE ST,PA,CARLISLE,17013,5244,13.0,4.0,,AE,455224012,99317,2023B
406 S SPRING GARDEN ST,PA,CARLISLE,17013,1516,13.0,4.0,,X,455224024,99317,2023B
400 S SPRING GARDEN ST,PA,CARLISLE,17013,1442,6.0,10.0,13,X,455224036,99317,2023B
365 E BALTIMORE ST,PA,CARLISLE,17013,1456,13.0,4.0,2,X,455224224,99317,2023B
322 S SPRING GARDEN ST,PA,CARLISLE,17013,923,13.0,4.0,,X,455224236,99317,2023B
318 S SPRING GARDEN ST,PA,CARLISLE,17013,1710,6.0,4.0,,X,455224248,99317,2023B
314 S SPRING GARDEN ST,PA,CARLISLE,17013,1387,13.0,4.0,,X,455224260,99317,2023B
308 S SPRING GARDEN ST,PA,CARLISLE,17013,1387,13.0,4.0,,X,455224272,99317,2023B
302 S SPRING GARDEN ST,PA,CARLISLE,17013,1485,6.0,4.0,,X,455224284,99317,2023B
254 S SPRING GARDEN ST,PA,CARLISLE,17013,1337,13.0,4.0,,X,455224300,99317,2023B
325 S SPRING GARDEN ST,PA,CARLISLE,17013,1218,13.0,13.0,,X,455224316,99317,2023B
321 S SPRING GARDEN ST,PA,CARLISLE,17013,1708,6.0,4.0,,X,455224324,99317,2023B
401 S SPRING GARDEN ST,PA,CARLISLE,17013,1168,13.0,4.0,,X,455224336,99317,2023B
300 JUNIPER ST,PA,CARLISLE,17013,1120,6.0,13.0,,X,455224440,99317,2023B
302 JUNIPER ST,PA,CARLISLE,17013,1120,6.0,13.0,,X,455224456,99317,2023B
304 JUNIPER ST,PA,CARLISLE,17013,1120,13.0,4.0,,X,455224468,99317,2023B
306 JUNIPER ST,PA,CARLISLE,17013,1120,13.0,8.0,,X,455224476,99317,2023B
308 JUNIPER ST,PA,CARLISLE,17013,1120,6.0,2.0,,X,455224512,99317,2023B
13 S SPRING GARDEN ST,PA,CARLISLE,17013,1232,6.0,13.0,,X,455224624,99317,2023B
15 S SPRING GARDEN ST,PA,CARLISLE,17013,1232,6.0,13.0,,X,455224636,99317,2023B
17 S SPRING GARDEN ST,PA,CARLISLE,17013,1064,6.0,4.0,,X,455224652,99317,2023B
19 S SPRING GARDEN ST,PA,CARLISLE,17013,1064,13.0,8.0,,X,455224664,99317,2023B
21 S SPRING GARDEN ST,PA,CARLISLE,17013,1064,6.0,4.0,,X,455224672,99317,2023B
23 S SPRING GARDEN ST,PA,CARLISLE,17013,1064,13.0,4.0,,X,455224676,99317,2023B
27 S SPRING GARDEN ST,PA,CARLISLE,17013,1208,6.0,4.0,,X,455224692,99317,2023B
