address,state,city,zip,building_sq_ft,hvacc_cooling_code,hvacc_heating_code,foundation_code,fl_fema_flood_zone,tax_assessor_id,average_household_income,vintage
2246 LOGAN ST,PA,HARRISBURG,17110,1216,1.0,,,X,455571124,112578.0,2023B
2244 LOGAN ST,PA,HARRISBURG,17110,1200,,,,X,455571132,112578.0,2023B
3008 N 2ND ST,PA,HARRISBURG,17110,3016,,,,AE,455571136,112578.0,2023B
2242 LOGAN ST,PA,HARRISBURG,17110,1200,,,,X,455571140,112578.0,2023B
3004 N 2ND ST,PA,HARRISBURG,17110,1800,,,,AE,455571144,112578.0,2023B
3002 N 2ND ST,PA,HARRISBURG,17110,2426,,,,AE,455571152,112578.0,2023B
2234 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571156,112578.0,2023B
118 GRAHAM ST,PA,HARRISBURG,17110,2634,,,,AE,455571160,112578.0,2023B
2232 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571164,112578.0,2023B
3033 N 2ND ST,PA,HARRISBURG,17110,1558,,,,AE,455571168,112578.0,2023B
2230 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571172,112578.0,2023B
3031 N 2ND ST,PA,HARRISBURG,17110,1412,1.0,,,AE,455571176,112578.0,2023B
3029 N 2ND ST,PA,HARRISBURG,17110,1340,,,,AE,455571180,112578.0,2023B
3027 N 2ND ST,PA,HARRISBURG,17110,1340,,,,AE,455571184,112578.0,2023B
3023 N 2ND ST,PA,HARRISBURG,17110,1968,,,,AE,455571192,112578.0,2023B
3021 N 2ND ST,PA,HARRISBURG,17110,2402,,,,AE,455571196,112578.0,2023B
3019 N 2ND ST,PA,HARRISBURG,17110,1482,,,,AE,455571200,112578.0,2023B
3015 N 2ND ST,PA,HARRISBURG,17110,1788,1.0,,,AE,455571204,112578.0,2023B
3011 N 2ND ST,PA,HARRISBURG,17110,1858,,,,AE,455571208,112578.0,2023B
919 PENN ST,PA,HARRISBURG,17102,1458,,,,X,455571216,83649.0,2023B
917 PENN ST,PA,HARRISBURG,17102,1368,,,,X,455571220,83649.0,2023B
2228 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571224,112578.0,2023B
915 PENN ST,PA,HARRISBURG,17102,1368,,,,X,455571228,83649.0,2023B
2226 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571232,112578.0,2023B
913 PENN ST,PA,HARRISBURG,17102,1368,,,,X,455571236,83649.0,2023B
2224 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571240,112578.0,2023B
2222 LOGAN ST,PA,HARRISBURG,17110,1344,,,,X,455571248,112578.0,2023B
909 PENN ST,PA,HARRISBURG,17102,1408,1.0,,,X,455571252,83649.0,2023B
2613 N 2ND ST,PA,HARRISBURG,17110,2333,,,,AE,455571256,112578.0,2023B
2611 N 2ND ST,PA,HARRISBURG,17110,2283,,,,AE,455571260,112578.0,2023B
3009 N 2ND ST,PA,HARRISBURG,17110,2285,,,,AE,455571264,112578.0,2023B
2609 N 2ND ST,PA,HARRISBURG,17110,2463,,,,AE,455571268,112578.0,2023B
2607 N 2ND ST,PA,HARRISBURG,17110,2581,,,,AE,455571272,112578.0,2023B
2605 N 2ND ST,PA,HARRISBURG,17110,2393,,,,AE,455571276,112578.0,2023B
2603 N 2ND ST,PA,HARRISBURG,17110,2329,,,,AE,455571280,112578.0,2023B
2438 GREEN ST,PA,HARRISBURG,17110,2097,1.0,,,AE,455571288,112578.0,2023B
2436 GREEN ST,PA,HARRISBURG,17110,1493,,,,AE,455571292,112578.0,2023B
2434 GREEN ST,PA,HARRISBURG,17110,1463,1.0,,,AE,455571296,112578.0,2023B
2220 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571300,112578.0,2023B
230 FORSTER ST,PA,HARRISBURG,17102,1824,,,,X,455571308,83649.0,2023B
228 FORSTER ST,PA,HARRISBURG,17102,1824,,,,X,455571312,83649.0,2023B
226 FORSTER ST,PA,HARRISBURG,17102,2144,1.0,24.0,,X,455571316,83649.0,2023B
224 FORSTER ST,PA,HARRISBURG,17102,1792,,,,X,455571320,83649.0,2023B
3007 N 2ND ST,PA,HARRISBURG,17110,2296,,,,AE,455571332,112578.0,2023B
2218 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571336,112578.0,2023B
3005 N 2ND ST,PA,HARRISBURG,17110,2120,,,,AE,455571344,112578.0,2023B
2216 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571348,112578.0,2023B
3003 N 2ND ST,PA,HARRISBURG,17110,1961,,,,AE,455571352,112578.0,2023B
2214 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571356,112578.0,2023B
2212 LOGAN ST,PA,HARRISBURG,17110,1428,,,,X,455571364,112578.0,2023B
2432 GREEN ST,PA,HARRISBURG,17110,1375,,,,AE,455571368,112578.0,2023B
2430 GREEN ST,PA,HARRISBURG,17110,2256,,,,AE,455571376,112578.0,2023B
216 FORSTER ST,PA,HARRISBURG,17102,2232,1.0,,,X,455571380,83649.0,2023B
2428 GREEN ST,PA,HARRISBURG,17110,2208,,,,AE,455571384,112578.0,2023B
2426 GREEN ST,PA,HARRISBURG,17110,1196,1.0,,,AE,455571388,112578.0,2023B
2424 GREEN ST,PA,HARRISBURG,17110,1196,,,,AE,455571392,112578.0,2023B
2422 GREEN ST,PA,HARRISBURG,17110,2173,,,,AE,455571396,112578.0,2023B
2410 GREEN ST,PA,HARRISBURG,17110,1776,,,,AE,455571408,112578.0,2023B
227 SCHUYLKILL ST,PA,HARRISBURG,17110,960,,,,AE,455571412,112578.0,2023B
2210 LOGAN ST,PA,HARRISBURG,17110,1534,,,,X,455571416,112578.0,2023B
2208 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571420,112578.0,2023B
2206 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571428,112578.0,2023B
2204 LOGAN ST,PA,HARRISBURG,17110,1378,,,,X,455571440,112578.0,2023B
214 FORSTER ST,PA,HARRISBURG,17102,2260,1.0,,,X,455571464,83649.0,2023B
261 BOAS ST,PA,HARRISBURG,17102,900,,,,X,455571476,83649.0,2023B
259 BOAS ST,PA,HARRISBURG,17102,2106,,,,X,455571480,83649.0,2023B
257 BOAS ST,PA,HARRISBURG,17102,1782,,,,X,455571484,83649.0,2023B
255 1/2 BOAS ST,PA,HARRISBURG,17102,1771,,,,X,455571488,83649.0,2023B
253 BOAS ST,PA,HARRISBURG,17102,2126,,,,X,455571496,83649.0,2023B
919 GREEN ST,PA,HARRISBURG,17102,2716,1.0,,,X,455571512,83649.0,2023B
225 SCHUYLKILL ST,PA,HARRISBURG,17110,960,,,,AE,455571520,112578.0,2023B
223 SCHUYLKILL ST,PA,HARRISBURG,17110,960,,,,AE,455571528,112578.0,2023B
221 SCHUYLKILL ST,PA,HARRISBURG,17110,1780,,,,AE,455571536,112578.0,2023B
2451 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571544,112578.0,2023B
2449 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571548,112578.0,2023B
2447 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571556,112578.0,2023B
2445 PENN ST,PA,HARRISBURG,17110,1008,,,,AE,455571560,112578.0,2023B
2443 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571572,112578.0,2023B
2441 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571580,112578.0,2023B
2253 N 3RD ST,PA,HARRISBURG,17110,1664,,,,X,455571652,112578.0,2023B
2251 N 3RD ST,PA,HARRISBURG,17110,1552,,,,X,455571656,112578.0,2023B
2249 N 3RD ST,PA,HARRISBURG,17110,1552,,,,X,455571664,112578.0,2023B
915 SUSQUEHANNA ST,PA,HARRISBURG,17102,2286,,,,X,455571712,83649.0,2023B
913 SUSQUEHANNA ST,PA,HARRISBURG,17102,1080,,,,X,455571756,83649.0,2023B
2439 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571760,112578.0,2023B
2437 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571768,112578.0,2023B
2435 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571772,112578.0,2023B
2433 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571780,112578.0,2023B
2431 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571788,112578.0,2023B
2429 PENN ST,PA,HARRISBURG,17110,1170,,,,AE,455571796,112578.0,2023B
2427 PENN ST,PA,HARRISBURG,17110,960,,,,AE,455571804,112578.0,2023B
525 PEFFER ST,PA,HARRISBURG,17102,1792,,,,X,455571832,83649.0,2023B
521 PEFFER ST,PA,HARRISBURG,17102,3219,,,,X,455571848,83649.0,2023B
622 HAMILTON ST,PA,HARRISBURG,17102,1694,,,,X,455571904,83649.0,2023B
1629 PENN ST,PA,HARRISBURG,17102,864,,,,X,455571968,83649.0,2023B
1640 N 3RD ST,PA,HARRISBURG,17102,2600,,,,X,455572044,83649.0,2023B
1638 N 3RD ST,PA,HARRISBURG,17102,2440,,,,X,455572056,83649.0,2023B
1630 N 3RD ST,PA,HARRISBURG,17102,2440,,,,X,455572124,83649.0,2023B
1626 N 3RD ST,PA,HARRISBURG,17102,2440,,,,X,455572136,83649.0,2023B
1618 N 3RD ST,PA,HARRISBURG,17102,2739,1.0,,,X,455572156,83649.0,2023B
1830 GREEN ST,PA,HARRISBURG,17102,1632,,,,X,455572244,83649.0,2023B
1828 GREEN ST,PA,HARRISBURG,17102,2100,1.0,,,X,455572252,83649.0,2023B
1826 GREEN ST,PA,HARRISBURG,17102,2122,,,,X,455572256,83649.0,2023B
1824 GREEN ST,PA,HARRISBURG,17102,2196,,,,X,455572264,83649.0,2023B
1822 GREEN ST,PA,HARRISBURG,17102,2218,,,,X,455572272,83649.0,2023B
1820 GREEN ST,PA,HARRISBURG,17102,2529,1.0,,,X,455572280,83649.0,2023B
1812 GREEN ST,PA,HARRISBURG,17102,2174,,,,X,455572292,83649.0,2023B
1808 GREEN ST,PA,HARRISBURG,17102,2152,1.0,3.0,,X,455572304,83649.0,2023B
1802 GREEN ST,PA,HARRISBURG,17102,2412,1.0,,,X,455572328,83649.0,2023B
227 MUENCH ST,PA,HARRISBURG,17102,962,,,,X,455572336,83649.0,2023B
215 MUENCH ST,PA,HARRISBURG,17102,1992,,,,X,455572344,83649.0,2023B
213 MUENCH ST,PA,HARRISBURG,17102,1992,,,,X,455572352,83649.0,2023B
211 MUENCH ST,PA,HARRISBURG,17102,2040,1.0,,,X,455572360,83649.0,2023B
1614 N 3RD ST,PA,HARRISBURG,17102,2336,1.0,,,X,455572400,83649.0,2023B
1612 N 3RD ST,PA,HARRISBURG,17102,2398,,,,X,455572408,83649.0,2023B
1606 N 3RD ST,PA,HARRISBURG,17102,2817,,,,X,455572432,83649.0,2023B
1602 N 3RD ST,PA,HARRISBURG,17102,2515,,,,X,455572448,83649.0,2023B
1600 N 3RD ST,PA,HARRISBURG,17102,2854,1.0,,,X,455572456,83649.0,2023B
279 HAMILTON ST,PA,HARRISBURG,17102,2406,,,,X,455572464,83649.0,2023B
207 MUENCH ST,PA,HARRISBURG,17102,1864,,,,X,455572476,83649.0,2023B
205 MUENCH ST,PA,HARRISBURG,17102,2316,,,,X,455572484,83649.0,2023B
203 MUENCH ST,PA,HARRISBURG,17102,1612,,,,X,455572492,83649.0,2023B
201 MUENCH ST,PA,HARRISBURG,17102,1612,,,,AE,455572500,83649.0,2023B
1809 PENN ST,PA,HARRISBURG,17102,1848,,,,X,455572512,83649.0,2023B
1807 PENN ST,PA,HARRISBURG,17102,1848,,,,X,455572520,83649.0,2023B
1805 PENN ST,PA,HARRISBURG,17102,1680,,,,X,455572528,83649.0,2023B
1803 PENN ST,PA,HARRISBURG,17102,1680,,,,X,455572536,83649.0,2023B
277 HAMILTON ST,PA,HARRISBURG,17102,1964,,,,X,455572584,83649.0,2023B
275 HAMILTON ST,PA,HARRISBURG,17102,1964,,,,X,455572592,83649.0,2023B
237 HAMILTON ST,PA,HARRISBURG,17102,2136,,,,X,455572608,83649.0,2023B
235 HAMILTON ST,PA,HARRISBURG,17102,2100,,,,X,455572616,83649.0,2023B
233 HAMILTON ST,PA,HARRISBURG,17102,2040,,,,X,455572624,83649.0,2023B
231 HAMILTON ST,PA,HARRISBURG,17102,2175,,,,X,455572632,83649.0,2023B
1621 WALLACE ST,PA,HARRISBURG,17102,1528,,,,X,455572644,83649.0,2023B
1619 WALLACE ST,PA,HARRISBURG,17102,1528,,,,X,455572648,83649.0,2023B
1801 PENN ST,PA,HARRISBURG,17102,1680,,,,X,455572652,83649.0,2023B
1828 PENN ST,PA,HARRISBURG,17102,1568,,,,X,455572664,83649.0,2023B
1826 PENN ST,PA,HARRISBURG,17102,1484,,,,X,455572668,83649.0,2023B
1824 PENN ST,PA,HARRISBURG,17102,2048,,,,X,455572676,83649.0,2023B
1822 PENN ST,PA,HARRISBURG,17102,1484,,,,X,455572688,83649.0,2023B
1820 PENN ST,PA,HARRISBURG,17102,1604,1.0,,,X,455572696,83649.0,2023B
1818 PENN ST,PA,HARRISBURG,17102,1484,,,,X,455572704,83649.0,2023B
1816 PENN ST,PA,HARRISBURG,17102,1776,,,,X,455572712,83649.0,2023B
1814 PENN ST,PA,HARRISBURG,17102,2184,,,,X,455572720,83649.0,2023B
1812 PENN ST,PA,HARRISBURG,17102,2184,1.0,,,X,455572728,83649.0,2023B
1641 SUSQUEHANNA ST,PA,HARRISBURG,17102,1456,,,,X,455572736,83649.0,2023B
1639 SUSQUEHANNA ST,PA,HARRISBURG,17102,1056,,,,X,455572740,83649.0,2023B
1617 WALLACE ST,PA,HARRISBURG,17102,1722,,,,X,455572744,83649.0,2023B
1637 SUSQUEHANNA ST,PA,HARRISBURG,17102,1056,,,,X,455572748,83649.0,2023B
1635 SUSQUEHANNA ST,PA,HARRISBURG,17102,1056,,,,X,455572756,83649.0,2023B
1633 SUSQUEHANNA ST,PA,HARRISBURG,17102,1056,,,,X,455572764,83649.0,2023B
1631 SUSQUEHANNA ST,PA,HARRISBURG,17102,1056,,,,X,455572768,83649.0,2023B
640 HARRIS ST,PA,HARRISBURG,17102,2220,,,,X,455572772,83649.0,2023B
1629 SUSQUEHANNA ST,PA,HARRISBURG,17102,1056,,,,X,455572776,83649.0,2023B
638 HARRIS ST,PA,HARRISBURG,17102,1687,,,,X,455572780,83649.0,2023B
1627 SUSQUEHANNA ST,PA,HARRISBURG,17102,1056,,,,X,455572784,83649.0,2023B
1625 SUSQUEHANNA ST,PA,HARRISBURG,17102,1274,,,,X,455572840,83649.0,2023B
1613 SUSQUEHANNA ST,PA,HARRISBURG,17102,1736,,,,X,455572848,83649.0,2023B
632 HARRIS ST,PA,HARRISBURG,17102,2078,,,,X,455572852,83649.0,2023B
630 HARRIS ST,PA,HARRISBURG,17102,1908,,,,X,455572860,83649.0,2023B
1607 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,,,,X,455572868,83649.0,2023B
1628 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,,,,X,455572884,83649.0,2023B
1626 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,,,,X,455572892,83649.0,2023B
1624 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,,,,X,455572900,83649.0,2023B
1810 PENN ST,PA,HARRISBURG,17102,1680,,,,X,455572908,83649.0,2023B
1808 PENN ST,PA,HARRISBURG,17102,1680,,,,X,455572912,83649.0,2023B
1806 PENN ST,PA,HARRISBURG,17102,2338,1.0,,,X,455572916,83649.0,2023B
1804 PENN ST,PA,HARRISBURG,17102,1680,,,,X,455572920,83649.0,2023B
1802 PENN ST,PA,HARRISBURG,17102,1680,,,,X,455572924,83649.0,2023B
222 KELKER ST,PA,HARRISBURG,17102,2162,1.0,3.0,,X,455572940,83649.0,2023B
220 KELKER ST,PA,HARRISBURG,17102,2112,,14.0,,X,455572948,83649.0,2023B
218 KELKER ST,PA,HARRISBURG,17102,2152,1.0,,,X,455572956,83649.0,2023B
216 KELKER ST,PA,HARRISBURG,17102,2424,,,,X,455572964,83649.0,2023B
645 HARRIS ST,PA,HARRISBURG,17102,1776,,14.0,,X,455573012,83649.0,2023B
1622 SUSQUEHANNA ST,PA,HARRISBURG,17102,1824,1.0,,,X,455573020,83649.0,2023B
1620 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,,,,X,455573028,83649.0,2023B
1618 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,1.0,,,X,455573032,83649.0,2023B
1616 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,1.0,,,X,455573036,83649.0,2023B
1614 SUSQUEHANNA ST,PA,HARRISBURG,17102,1800,,,,X,455573040,83649.0,2023B
1612 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,,,,X,455573048,83649.0,2023B
1610 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,1.0,,,X,455573056,83649.0,2023B
1608 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,,,,X,455573064,83649.0,2023B
1606 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,,,,X,455573072,83649.0,2023B
1604 SUSQUEHANNA ST,PA,HARRISBURG,17102,1680,,,,X,455573080,83649.0,2023B
210 KELKER ST,PA,HARRISBURG,17102,2259,,,,X,455573104,83649.0,2023B
639 HARRIS ST,PA,HARRISBURG,17102,1812,,,,X,455573124,83649.0,2023B
204 KELKER ST,PA,HARRISBURG,17102,2388,,,,X,455573128,83649.0,2023B
202 KELKER ST,PA,HARRISBURG,17102,2482,,,,X,455573136,83649.0,2023B
1631 GREEN ST,PA,HARRISBURG,17102,2684,,,,X,455573212,83649.0,2023B
1621 GREEN ST,PA,HARRISBURG,17102,2470,1.0,,,X,455573248,83649.0,2023B
1829 N 2ND ST,PA,HARRISBURG,17102,2284,,,,AE,455573272,83649.0,2023B
1827 N 2ND ST,PA,HARRISBURG,17102,2444,,,,AE,455573276,83649.0,2023B
640 BOYD ST,PA,HARRISBURG,17102,1526,,,,X,455573364,83649.0,2023B
636 BOYD ST,PA,HARRISBURG,17102,1484,,,,X,455573372,83649.0,2023B
634 BOYD ST,PA,HARRISBURG,17102,1484,,,,X,455573380,83649.0,2023B
1611 GREEN ST,PA,HARRISBURG,17102,3024,1.0,,,X,455573388,83649.0,2023B
1605 GREEN ST,PA,HARRISBURG,17102,2064,1.0,,,X,455573408,83649.0,2023B
1813 N 2ND ST,PA,HARRISBURG,17102,2466,,,,X,455573480,83649.0,2023B
1809 N 2ND ST,PA,HARRISBURG,17102,2486,,,,X,455573496,83649.0,2023B
1805 N 2ND ST,PA,HARRISBURG,17102,2446,,,,X,455573516,83649.0,2023B
1803 N 2ND ST,PA,HARRISBURG,17102,2472,,,,X,455573524,83649.0,2023B
1801 N 2ND ST,PA,HARRISBURG,17102,2860,,,,X,455573532,83649.0,2023B
238 HARRIS ST,PA,HARRISBURG,17102,2339,,,,X,455573564,83649.0,2023B
236 HARRIS ST,PA,HARRISBURG,17102,2130,,,,X,455573572,83649.0,2023B
234 HARRIS ST,PA,HARRISBURG,17102,2112,,,,X,455573580,83649.0,2023B
232 HARRIS ST,PA,HARRISBURG,17102,2476,,,,X,455573588,83649.0,2023B
230 HARRIS ST,PA,HARRISBURG,17102,2557,,,,X,455573596,83649.0,2023B
228 HARRIS ST,PA,HARRISBURG,17102,2136,,,,X,455573604,83649.0,2023B
1646 N 4TH ST,PA,HARRISBURG,17102,1008,,,,X,455573740,83649.0,2023B
1644 N 4TH ST,PA,HARRISBURG,17102,1204,,,,X,455573748,83649.0,2023B
1634 N 4TH ST,PA,HARRISBURG,17102,1746,,,,X,455573784,83649.0,2023B
1632 N 4TH ST,PA,HARRISBURG,17102,1746,,,,X,455573792,83649.0,2023B
1816 N 3RD ST,PA,HARRISBURG,17102,2277,,,,X,455573808,83649.0,2023B
1814 N 3RD ST,PA,HARRISBURG,17102,1973,,,,X,455573820,83649.0,2023B
1630 N 4TH ST,PA,HARRISBURG,17102,1746,1.0,3.0,,X,455573828,83649.0,2023B
1620 N 4TH ST,PA,HARRISBURG,17102,1880,,,,X,455573868,83649.0,2023B
1810 N 3RD ST,PA,HARRISBURG,17102,2311,1.0,,,X,455573900,83649.0,2023B
1808 N 3RD ST,PA,HARRISBURG,17102,2143,1.0,,,X,455573904,83649.0,2023B
1804 N 3RD ST,PA,HARRISBURG,17102,1850,1.0,,,X,455573920,83649.0,2023B
273 MUENCH ST,PA,HARRISBURG,17102,1846,1.0,3.0,,X,455573944,83649.0,2023B
1841 SUSQUEHANNA ST,PA,HARRISBURG,17102,1779,,,,X,455574072,83649.0,2023B
1837 SUSQUEHANNA ST,PA,HARRISBURG,17102,1779,,,,X,455574092,83649.0,2023B
1835 SUSQUEHANNA ST,PA,HARRISBURG,17102,2355,,,,X,455574100,83649.0,2023B
1833 SUSQUEHANNA ST,PA,HARRISBURG,17102,1971,,,,X,455574104,83649.0,2023B
1831 SUSQUEHANNA ST,PA,HARRISBURG,17102,1779,1.0,,,X,455574112,83649.0,2023B
1829 SUSQUEHANNA ST,PA,HARRISBURG,17102,1779,,,,X,455574120,83649.0,2023B
1827 SUSQUEHANNA ST,PA,HARRISBURG,17102,1779,,,,X,455574128,83649.0,2023B
1825 SUSQUEHANNA ST,PA,HARRISBURG,17102,1779,,,,X,455574136,83649.0,2023B
1823 SUSQUEHANNA ST,PA,HARRISBURG,17102,1747,,,,X,455574144,83649.0,2023B
321 HAMILTON ST,PA,HARRISBURG,17102,1318,,,,X,455574160,83649.0,2023B
1627 LOGAN ST,PA,HARRISBURG,17102,1075,,,,X,455574272,83649.0,2023B
1625 LOGAN ST,PA,HARRISBURG,17102,924,,,,X,455574280,83649.0,2023B
326 CLINTON ST,PA,HARRISBURG,17102,872,,,,X,455574296,83649.0,2023B
1817 SUSQUEHANNA ST,PA,HARRISBURG,17102,1013,,,,X,455574348,83649.0,2023B
1813 SUSQUEHANNA ST,PA,HARRISBURG,17102,908,,,,X,455574360,83649.0,2023B
1811 SUSQUEHANNA ST,PA,HARRISBURG,17102,1048,,,,X,455574368,83649.0,2023B
1809 SUSQUEHANNA ST,PA,HARRISBURG,17102,1196,,,,X,455574376,83649.0,2023B
1807A SUSQUEHANNA ST,PA,HARRISBURG,17102,1698,,,,X,455574384,83649.0,2023B
1807 SUSQUEHANNA ST,PA,HARRISBURG,17102,1698,,,,X,455574392,83649.0,2023B
1805 SUSQUEHANNA ST # A,PA,HARRISBURG,17102,1698,,,,X,455574396,83649.0,2023B
1619 LOGAN ST,PA,HARRISBURG,17102,1050,,,,X,455574472,83649.0,2023B
1607 LOGAN ST,PA,HARRISBURG,17102,1201,,,,X,455574512,83649.0,2023B
1816 SUSQUEHANNA ST,PA,HARRISBURG,17102,1884,,,,X,455574564,83649.0,2023B
1814 SUSQUEHANNA ST,PA,HARRISBURG,17102,1560,,,,X,455574568,83649.0,2023B
1812 SUSQUEHANNA ST,PA,HARRISBURG,17102,1460,,,,X,455574572,83649.0,2023B
1810 SUSQUEHANNA ST,PA,HARRISBURG,17102,1476,,,,X,455574576,83649.0,2023B
1808 SUSQUEHANNA ST,PA,HARRISBURG,17102,1476,,,,X,455574580,83649.0,2023B
1806 SUSQUEHANNA ST,PA,HARRISBURG,17102,1476,,,,X,455574584,83649.0,2023B
1605 LOGAN ST,PA,HARRISBURG,17102,1166,,,,X,455574600,83649.0,2023B
1603 LOGAN ST,PA,HARRISBURG,17102,1201,,,,X,455574604,83649.0,2023B
238 KELKER ST,PA,HARRISBURG,17102,2160,,,,X,455574620,83649.0,2023B
1819 GREEN ST,PA,HARRISBURG,17102,2115,1.0,,,X,455574744,83649.0,2023B
1817 GREEN ST,PA,HARRISBURG,17102,2084,,,,X,455574752,83649.0,2023B
1815 GREEN ST,PA,HARRISBURG,17102,2064,,,,X,455574756,83649.0,2023B
352 HARRIS ST,PA,HARRISBURG,17102,2215,,,,X,455574792,83649.0,2023B
350 HARRIS ST,PA,HARRISBURG,17102,1713,,,,X,455574800,83649.0,2023B
348 HARRIS ST,PA,HARRISBURG,17102,1747,,,,X,455574808,83649.0,2023B
346 HARRIS ST,PA,HARRISBURG,17102,1747,,,,X,455574816,83649.0,2023B
344 HARRIS ST,PA,HARRISBURG,17102,1838,,,,X,455574824,83649.0,2023B
1813 GREEN ST,PA,HARRISBURG,17102,2084,,,,X,455574832,83649.0,2023B
1809 GREEN ST,PA,HARRISBURG,17102,2084,,,,X,455574848,83649.0,2023B
1807 GREEN ST,PA,HARRISBURG,17102,2064,,,,X,455574856,83649.0,2023B
1805 GREEN ST,PA,HARRISBURG,17102,2084,,,,X,455574864,83649.0,2023B
1631 N 15TH ST,PA,HARRISBURG,17103,1056,,,,X,455574940,63061.0,2023B
342 HARRIS ST,PA,HARRISBURG,17102,2178,,,,X,455574948,83649.0,2023B
340 HARRIS ST,PA,HARRISBURG,17102,1715,,,,X,455574960,83649.0,2023B
336 HARRIS ST,PA,HARRISBURG,17102,1908,,,,X,455574976,83649.0,2023B
330 HARRIS ST,PA,HARRISBURG,17102,1976,,,,X,455575004,83649.0,2023B
328 HARRIS ST,PA,HARRISBURG,17102,1976,,,,X,455575012,83649.0,2023B
1629 N 15TH ST,PA,HARRISBURG,17103,1056,,,,X,455575024,63061.0,2023B
1627 N 15TH ST,PA,HARRISBURG,17103,1024,,,,X,455575032,63061.0,2023B
319 MUENCH ST,PA,HARRISBURG,17102,1830,,14.0,,X,455575036,83649.0,2023B
1625 N 15TH ST,PA,HARRISBURG,17103,1024,1.0,,,X,455575040,63061.0,2023B
315 MUENCH ST,PA,HARRISBURG,17102,1589,,,,X,455575048,83649.0,2023B
1623 N 15TH ST,PA,HARRISBURG,17103,1024,1.0,,,X,455575052,63061.0,2023B
313 MUENCH ST,PA,HARRISBURG,17102,1863,,,,X,455575056,83649.0,2023B
1621 N 15TH ST,PA,HARRISBURG,17103,1024,,,,X,455575060,63061.0,2023B
311 MUENCH ST,PA,HARRISBURG,17102,1863,,,,X,455575064,83649.0,2023B
1619 N 15TH ST,PA,HARRISBURG,17103,1024,,,,X,455575068,63061.0,2023B
309 MUENCH ST,PA,HARRISBURG,17102,1599,,,,X,455575072,83649.0,2023B
1617 N 15TH ST,PA,HARRISBURG,17103,1024,,,,X,455575076,63061.0,2023B
1615 N 15TH ST,PA,HARRISBURG,17103,1024,,,,X,455575132,63061.0,2023B
1613 N 15TH ST,PA,HARRISBURG,17103,1024,,,,X,455575140,63061.0,2023B
1637 1/2 N 3RD ST,PA,HARRISBURG,17102,876,,,,X,455575144,83649.0,2023B
1611 N 15TH ST,PA,HARRISBURG,17103,1024,1.0,,,X,455575148,63061.0,2023B
1637 N 3RD ST,PA,HARRISBURG,17102,2005,,,,X,455575152,83649.0,2023B
1609 N 15TH ST,PA,HARRISBURG,17103,1024,,,,X,455575156,63061.0,2023B
1635 N 3RD ST,PA,HARRISBURG,17102,2048,,,,X,455575160,83649.0,2023B
1607 N 15TH ST,PA,HARRISBURG,17103,1024,,,,X,455575168,63061.0,2023B
1605 N 15TH ST,PA,HARRISBURG,17103,1024,,,,X,455575176,63061.0,2023B
307 MUENCH ST,PA,HARRISBURG,17102,1461,,,,X,455575184,83649.0,2023B
1831 N 3RD ST,PA,HARRISBURG,17102,1628,,,,X,455575196,83649.0,2023B
1829 1/2 N 3RD ST,PA,HARRISBURG,17102,1548,,,,X,455575204,83649.0,2023B
1829 N 3RD ST,PA,HARRISBURG,17102,1548,,,,X,455575212,83649.0,2023B
1827 N 3RD ST,PA,HARRISBURG,17102,2128,,,,X,455575220,83649.0,2023B
1603 N 15TH ST,PA,HARRISBURG,17103,1056,,,,X,455575268,63061.0,2023B
1623 N 3RD ST,PA,HARRISBURG,17102,2112,,,,X,455575272,83649.0,2023B
